,Intent,Query,Param
15814,SEARCH,when was the last easter that fell on april 1st,NONE
15815,SEND_MESSAGE,Message my grandma and ask her if she wants me to bring something to dinner.,[SL:RECIPIENT 
15816,GetWeather,what is the weather forecast for july 20 2020 in dachigam-nationalpark,july 20 2020 dachigam-nationalpark
15817,PlayMusic,please play some music from 1996,1996
15818,SEARCH,turkish finnish and hungarian belong to which family of languages,NONE
15819,GET_MESSAGE,access unread text messages,[SL:TAG_MESSAGE unread ] text messages 
15820,SEND_MESSAGE,Message Laurie asking her what kind of food she likes,[SL:RECIPIENT Laurie ] asking her [SL:CONTENT_EXACT what kind of food she likes ] 
15821,SEND_MESSAGE,please record a video message to send to my husband,[SL:TYPE_CONTENT video ] message to send to [SL:RECIPIENT 
15822,SEND_MESSAGE,"Message my wife that the Costco line is insane today, and dinner will start 40 minutes late",[SL:RECIPIENT 
15823,GetWeather,will it be stormy in distant holly river state park,stormy distant holly river state park
15824,GET_MESSAGE,switch to chat requests,
15825,SEARCH,what is alpha centauri's approximate distance from earth,NONE
15826,SEARCH,who did johnny manziel play college football for,NONE
15827,SEND_MESSAGE,Tell Robert to start the message tree. The car wash has been cancelled because of rain.,[SL:RECIPIENT Robert ] to [SL:CONTENT_EXACT start the message tree . The car wash has been cancelled because of rain ] . 
15828,SEND_MESSAGE,send a message to Victoria asking when should we arrive for dinner,[SL:RECIPIENT Victoria ] asking [SL:CONTENT_EXACT when should we arrive for dinner ] 
15829,SEARCH,the nurses' health study is an example of what type of study,NONE
15830,SEND_MESSAGE,Send James a message asking when he leaves,[SL:RECIPIENT James ] a message asking [SL:CONTENT_EXACT when he leaves ] 
15831,SEARCH,who won latest america's next top model,NONE
15832,SEND_MESSAGE,Message Smitty and tell him he looked extra hot today,[SL:RECIPIENT Smitty ] and tell him [SL:CONTENT_EXACT he looked extra hot today ] 
15833,SEARCH,statue coming out of the ground in washington dc,NONE
15834,SEARCH,what is it called when you write japanese with english letters,NONE
15835,GetWeather,will there be hail in dean creek wildlife area on feb 25 2031,hail dean creek wildlife area feb 25 2031
15836,GetWeather,will it be stormy in ritchey in palau,stormy ritchey palau
15837,PlayMusic,i d like to hear chant songs from nineties,chant nineties
15838,SEARCH,where did the cosbys live in new york,NONE
15839,SEARCH,what are the 3 layers of the meninges,NONE
15840,SEARCH,who does donald glover play in lion king,NONE
15841,PlayMusic,play pop,pop
15842,SEARCH,what engine is in a holden v8 supercar,NONE
15843,PlayMusic,can you play maggie mae on netflix,maggie mae netflix
15844,SEND_MESSAGE,Can you deliver a video message to Johnny today?,[SL:TYPE_CONTENT video ] message to [SL:RECIPIENT Johnny ] today ? 
15845,PlayMusic,play music from lastfm,lastfm
15846,SEARCH,a category of therapy that uses the internet to provide support and treatment is known as,NONE
15847,PlayMusic,play music form the fourties with slacker,fourties slacker
15848,GetWeather,what s the forecast for my current location,current location
15849,SEND_MESSAGE,Text Alison and ask her what time the concert starts tomorrow,[SL:RECIPIENT Alison ] and ask her [SL:CONTENT_EXACT what time the concert starts tomorrow ] 
15850,PlayMusic,play any song from 2001,song 2001
15851,SEARCH,what episode does lori die on the walking dead,NONE
15852,GET_MESSAGE,Had Grandma texted me at all?,[SL:SENDER 
15853,SEND_MESSAGE,text erica and brian and tell them I have an extra ticket to the dodgers game in 2 weeks,[SL:RECIPIENT erica ] and [SL:RECIPIENT brian ] and tell them [SL:CONTENT_EXACT I have an extra ticket to the dodgers game in 2 weeks ] 
15854,GET_MESSAGE,Did I get any messages from Church group today?,[SL:GROUP Church ] group [SL:DATE_TIME today ] ? 
15855,PlayMusic,play the song waar is de zon on slacker,song waar is de zon slacker
15856,GetWeather,will it be windy at medicine rocks state park on may 24,windy medicine rocks state park may 24
15857,SEARCH,which country has gifted statue of liberty to america,NONE
15858,SEARCH,where was the diary of a wimpy kid filmed,NONE
15859,PlayMusic,play the greatest soundtrack by jesse harms,greatest soundtrack jesse harms
15860,PlayMusic,play going down to the river on pandora,going down to the river pandora
15861,SEARCH,who has the highest paid contract in the nba,NONE
15862,SEARCH,what is the meaning of the name sinead,NONE
15863,SEND_MESSAGE,ask beth what is the best way to get to the cabin from here,[SL:RECIPIENT beth ] [SL:CONTENT_EXACT what is the best way to get to the cabin from here ] 
15864,GetWeather,tell me the forecast for rogers city ms,rogers city ms
15865,SEARCH,when was penicillin first introduced to the public,NONE
15866,SEARCH,what tectonic setting is responsible for the folded mountains of pennsylvania and the high himalaya,NONE
15867,PlayMusic,i need to hear the new kevin fowler album,kevin fowler album
15868,PlayMusic,listen to ballad songs from 1999,ballad 1999
15869,PlayMusic,i d like to listen to diana vickers best tune from the twenties,diana vickers best tune twenties
15870,PlayMusic,open the second adventure album by hans nilsson,the second adventure album hans nilsson
15871,SEARCH,what time period is a league of their own,NONE
15872,GetWeather,will be warm in hallwood kosovo,warm hallwood kosovo
15873,GetWeather,what s the weather in germantown hills,germantown hills
15874,SEARCH,what is the multiplication sign on the computer,NONE
15875,SEARCH,who did the central powers defeat on the eastern front before concentrating back on france,NONE
15876,PlayMusic,i want to hear rock bottom by playa fly on slacker,rock bottom playa fly slacker
15877,SEND_MESSAGE,Ask Morris if he is going  to the concert on Friday.,[SL:RECIPIENT Morris ] if [SL:CONTENT_EXACT he is going to the concert on Friday ] . 
15878,GetWeather,what is the weather like in detroit lakes,detroit lakes
15879,SEND_MESSAGE,Message my husband and tell him that we will be dining with Johnny and Jamie on 10th Avenue Bobby Ray's Cook-Out place,[SL:RECIPIENT 
15880,GET_MESSAGE,view chats,
15881,SEARCH,when did bird is the word come out,NONE
15882,SEND_MESSAGE,Send a message to Josh to remind him that he is on the schedule to play piano in church this Sunday.,[SL:RECIPIENT Josh ] to remind him that [SL:CONTENT_EXACT he is on the schedule to play piano in church this Sunday ] . 
15883,SEARCH,who's the model on let's make a deal,NONE
15884,SEND_MESSAGE,Ask Jennifer to bring more ice when she comes.,[SL:RECIPIENT Jennifer ] to [SL:CONTENT_EXACT bring more ice when she comes ] . 
15885,SEND_MESSAGE,Text Jacquie and tell her I am sorry her father died and she is in my prayers.,[SL:RECIPIENT Jacquie ] and tell her [SL:CONTENT_EXACT I am sorry her father died and she is in my prayers ] . 
15886,SEARCH,what season of top chef did richard win,NONE
15887,SEARCH,dragon ball z budokai tenkaichi 3 how many characters,NONE
15888,GET_MESSAGE,get me chat requests now,
15889,SEARCH,who played solomon in little house on the prairie,NONE
15890,PlayMusic,play classic rock on groove shark,classic rock groove shark
15891,PlayMusic,play me a bluegrass song,bluegrass song
15892,GetWeather,what is the forecast starting on 5/17/2037 for austria for warmer temps,5/17/2037 austria warmer
15893,GET_MESSAGE,retrieve my chats,
15894,GET_MESSAGE,Read me all the new texts from wife.,[SL:AMOUNT all ] the [SL:TAG_MESSAGE new ] texts from [SL:SENDER 
15895,SEARCH,who scored fastest 10000 runs in test cricket,NONE
15896,PlayMusic,play the newest ballad from chad urmston,newest ballad chad urmston
15897,SEARCH,who was the successful commanding general of the northern forces in the civil war,NONE
15898,SEND_MESSAGE,Please text John and tell him I am still laughing about what happened today.,[SL:RECIPIENT John ] and tell him [SL:CONTENT_EXACT I am still laughing about what happened today ] . 
15899,PlayMusic,play bra vibrationer by dean,bra vibrationer dean
15900,SEARCH,which country has the most coastline in the world,NONE
15901,GetWeather,there is fog weather in grand lake nebraska,fog grand lake nebraska
15902,GetWeather,is maalaea has chillier weather,maalaea chillier
15903,GetWeather,what will be the wind speed around pembina gorge state recreation area october the 27th,wind pembina gorge state recreation area october the 27th
15904,GetWeather,what is the weather forecast for boden,boden
15905,SEND_MESSAGE,Send mom a message saying the traffic is bad,[SL:RECIPIENT 
15906,SEARCH,who is the first president to be impeached,NONE
15907,SEND_MESSAGE,Message Barb and ask her where she usually travels on the bike path.,[SL:RECIPIENT Barb ] and ask her [SL:CONTENT_EXACT where she usually travels on the bike path ] . 
15908,SEND_MESSAGE,"Message Wendy the reunion is Saturday, June 10 - 11","[SL:RECIPIENT Wendy ] [SL:CONTENT_EXACT the reunion is Saturday , June 10 - 11 ] "
15909,PlayMusic,play 1960 chant music by hermann baumann,1960 chant hermann baumann
15910,SEND_MESSAGE,Message Christie that the weekend movie will be her choice.,[SL:RECIPIENT Christie ] that [SL:CONTENT_EXACT the weekend movie will be her choice ] . 
15911,GetWeather,what will the weather be like in killarney national park on national pow/mia recognition day,killarney national park national pow/mia recognition day
15912,SEND_MESSAGE,I'd like to send a video message to my husband,[SL:TYPE_CONTENT video ] message to [SL:RECIPIENT 
15913,SEARCH,where did the pen is mightier than the sword come from,NONE
15914,SEARCH,who was the first imperial power that was fighting in vietnam,NONE
15915,GET_MESSAGE,What have I missed from Saul on Instagram?,[SL:SENDER Saul ] on [SL:RESOURCE Instagram ] ? 
15916,PlayMusic,play music from 2005 by justin broadrick,2005 justin broadrick
15917,PlayMusic,please play playlist todo reggaeton,todo reggaeton
15918,PlayMusic,listen to acapella,acapella
15919,SEND_MESSAGE,Message Al to see if he'd like for me to cook dinner this evening.,[SL:RECIPIENT Al ] to see if [SL:CONTENT_EXACT he'd like for me to cook dinner this evening ] . 
15920,GetWeather,is it going to be snowy here,snowy here
15921,SEND_MESSAGE,send a private message to maria that the Y is open on Saturday for public swim,[SL:RECIPIENT maria ] that [SL:CONTENT_EXACT the Y is open on Saturday for public swim ] 
15922,SEND_MESSAGE,Message Penny and let her know I'm on my way,[SL:RECIPIENT Penny ] and let her know [SL:CONTENT_EXACT I'm on my way ] 
15923,PlayMusic,play new melody by kenji ito on itunes,new melody kenji ito itunes
15924,GetWeather,how cold will it be in palau around fourteen o clock,cold palau around fourteen o clock
15925,SEND_MESSAGE,message Erica that the E isnt running on the weekends,[SL:RECIPIENT Erica ] that [SL:CONTENT_EXACT the E isnt running on the weekends ] 
15926,SEARCH,who did the voiceover in michael jackson's thriller,NONE
15927,SEND_MESSAGE,Message Linda to meet me in the lobby bar at 6 pm,[SL:RECIPIENT Linda ] to [SL:CONTENT_EXACT meet me in the lobby bar at 6 pm ] 
15928,PlayMusic,play slacker tunes by smog from movement in 2015,slacker smog movement 2015
15929,PlayMusic,play new music from liang wern fook,new liang wern fook
15930,SEARCH,where did iowa state football coach come from,NONE
15931,GetWeather,will it be colder in san pablo today,colder san pablo today
15932,GET_MESSAGE,browse my chats,
15933,SEARCH,when did walt disney first draw mickey mouse,NONE
15934,GET_MESSAGE,can you display chat requests,
15935,SEND_MESSAGE,Message Jenn and tell her to avoid I-95 between exits 77 and 82.,[SL:RECIPIENT Jenn ] and tell her to [SL:CONTENT_EXACT avoid I - 95 between exits 77 and 82 ] . 
15936,GET_MESSAGE,read then delete yesterdays messages,[SL:DATE_TIME yesterdays ] messages 
15937,PlayMusic,play a popular chant by brian epstein,popular chant brian epstein
15938,SEND_MESSAGE,Let Mary know that Madonna's concert will be in El Paso in September,[SL:RECIPIENT Mary ] know that [SL:CONTENT_EXACT Madonna 's concert will be in El Paso in September ] 
15939,SEND_MESSAGE,Message Pam to ask if she wants to go to the library near us.,[SL:RECIPIENT Pam ] to ask if [SL:CONTENT_EXACT she wants to go to the library near us ] . 
15940,SEARCH,where does half life 2 episode 2 take place,NONE
15941,GET_MESSAGE,Read me texts from Family.,[SL:SENDER 
15942,SEND_MESSAGE,Message my parents that the Brad Paisley concert thursday starts at 9 pm at DTE,[SL:RECIPIENT 
15943,GetWeather,will there be a blizzard in chapel point state park or in the same area,blizzard chapel point state park in the same area
15944,SEND_MESSAGE,Message Nick and ask why he is late,[SL:RECIPIENT Nick ] and ask [SL:CONTENT_EXACT why he is late ] 
15945,PlayMusic,play the latest thelma aoyama,latest thelma aoyama
15946,SEND_MESSAGE,message kaeleigh that the pet adoption event is on Sunday at petsmart from 1-3,[SL:RECIPIENT kaeleigh ] that [SL:CONTENT_EXACT the pet adoption event is on Sunday at petsmart from 1 - 3 ] 
15947,SEND_MESSAGE,send a message to mom asking if she wants to attend the event at the library with me,[SL:RECIPIENT 
15948,GetWeather,what is the depression forecast for in five years in altyn-emel-nationalpark,depression in five years altyn-emel-nationalpark
15949,SEND_MESSAGE,Please text everyone coming tonight and say it is still on,[SL:RECIPIENT 
15950,SEND_MESSAGE,Email Jason and ask where we are doing the fundraiser for the library,[SL:RECIPIENT Jason ] and ask [SL:CONTENT_EXACT where we are doing the fundraiser for the library ] 
15951,GET_MESSAGE,view my chat requests,
15952,PlayMusic,play trace adkins music from the thirties,trace adkins thirties
15953,PlayMusic,play me something from the thirties by candi staton on vimeo,thirties candi staton vimeo
15954,SEARCH,when were 2 dollar bills stopped being made,NONE
15955,PlayMusic,play popular eighties record,popular eighties record
15956,GET_MESSAGE,take me to my chat requests,
15957,SEARCH,how many plane surfaces does a cylinder have,NONE
15958,GetWeather,what s the weather forecast for here,here
15959,SEND_MESSAGE,Send a message to James that I have to reschedule.,[SL:RECIPIENT James ] that [SL:CONTENT_EXACT I have to reschedule ] . 
15960,SEARCH,when did the great plague of london start and end,NONE
15961,PlayMusic,play some amber kuo from the eighties on spotify,amber kuo eighties spotify
15962,PlayMusic,i want to hear the new vasilis tsitsanis ep,vasilis tsitsanis ep
15963,GetWeather,whats the weather in blythewood louisiana,blythewood louisiana
15964,SEND_MESSAGE,Message my Algebra professor and tell him I need help with my homework.,[SL:RECIPIENT my Algebra professor ] and tell him [SL:CONTENT_EXACT I need help with my homework ] . 
15965,PlayMusic,play step up your game by marc cohn,step up your game marc cohn
15966,SEARCH,what is master of puppets by metallica about,NONE
15967,SEARCH,when is the last time the us lost the olympics,NONE
15968,SEND_MESSAGE,message linda that sorority is at 7 p.m. again,[SL:RECIPIENT linda ] that [SL:CONTENT_EXACT sorority is at 7 p.m . again ] 
15969,PlayMusic,play music off the track child maurice,track child maurice
15970,PlayMusic,play tom baxter tracks,tom baxter
15971,SEARCH,which river separates the bronx in new york city from manhattan island,NONE
15972,SEARCH,where was the first colony in north america located,NONE
15973,GetWeather,show me the forecast for 6 years from now in westlake village in guinea,6 years from now westlake village guinea
15974,SEND_MESSAGE,Message Casey to see if she is running in the Santa Monica 5k.,[SL:RECIPIENT Casey ] to see if [SL:CONTENT_EXACT she is running in the Santa Monica 5k ] . 
15975,GetWeather,is it hot here,hot here
15976,SEARCH,where did the titanic sink at what ocean,NONE
15977,GET_MESSAGE,Show me if Lisa texted me,[SL:SENDER Lisa ] texted [SL:RECIPIENT me ] 
15978,GET_MESSAGE,Can you check my messages on Marco Polo?,[SL:CONTENT_EXACT Marco Polo ] ? 
15979,SEARCH,which of these won the miss universe 2018 title,NONE
15980,PlayMusic,play pease porridge hot by johnny vicious on zvooq,pease porridge hot johnny vicious zvooq
15981,SEND_MESSAGE,Message my dad and ask if he is coming to the 5k Monday,[SL:RECIPIENT 
15982,SEARCH,what are the little bears in star wars,NONE
15983,GET_MESSAGE,please launch my chat requests please,
15984,SEND_MESSAGE,Message my aunt and tell her I already picked up the dress,[SL:RECIPIENT 
15985,SEARCH,where does wild caught sockeye salmon come from,NONE
15986,SEND_MESSAGE,Send a message to Jen asking her when are we getting together next month for Lizabeth's birthday,[SL:RECIPIENT Jen ] asking her [SL:CONTENT_EXACT when are we getting together next month for Lizabeth 's birthday ] 
15987,SEARCH,how many medals did austria win in the 2011 alpine skiing world championships,NONE
15988,PlayMusic,play me a song by hank thompson from moa anbessa,song hank thompson moa anbessa
15989,GET_MESSAGE,switch to chat requests,
15990,SEARCH,how much venom can a king cobra produce,NONE
15991,SEND_MESSAGE,Send Mom a message.,[SL:RECIPIENT 
15992,SEND_MESSAGE,message the last person and tell them i'm driving,[SL:RECIPIENT 
15993,SEARCH,where does the show the path take place,NONE
15994,PlayMusic,play kings of the wild frontier by andrea bocelli,kings of the wild frontier andrea bocelli
15995,PlayMusic,i want to hear some the roches,the roches
15996,PlayMusic,play some music from 2011 on lastfm,2011 lastfm
15997,GetWeather,how s the weather in brookdale zimbabwe,brookdale zimbabwe
15998,GET_MESSAGE,Did Luke text me yesterday?,[SL:SENDER Luke ] text [SL:RECIPIENT me ] [SL:DATE_TIME yesterday ] ? 
15999,GET_MESSAGE,can you display chats,
16000,SEARCH,who plays andrew in a place to call home,NONE
16001,PlayMusic,play new music by elmore james with google music,new elmore james google music
16002,GET_MESSAGE,Can I see who sent me that message?,[SL:RECIPIENT me ] that message ? 
16003,GET_MESSAGE,Show me messages from Mary Wilson,[SL:SENDER Mary Wilson ] 
16004,GetWeather,what s the weather forecast for tomorrow around sankertown,tomorrow around sankertown
16005,PlayMusic,play jazz music by zvooq,jazz zvooq
16006,SEARCH,what is the average salary for a us congressman,NONE
16007,SEARCH,who has won the most home run derbys,NONE
16008,PlayMusic,play the last ep from 1999,last ep 1999
16009,SEARCH,who guarantees payment under a letter of credit,NONE
16010,GetWeather,what s the weather in 10 months in nam kading national protected area,in 10 months nam kading national protected area
16011,SEND_MESSAGE,send message to jr stuck in traffic on westbound i 40 ext 125 please pick up dinner,[SL:RECIPIENT jr ] [SL:CONTENT_EXACT stuck in traffic on westbound i 40 ext 125 please pick up dinner ] 
16012,SEARCH,coldplay song i will try to fix you,NONE
16013,SEARCH,who established supremacy over punjab after gupta dynasty,NONE
16014,GetWeather,will it be warmer now in covenant life,warmer now covenant life
16015,SEARCH,who created separation of powers and checks and balances,NONE
16016,SEND_MESSAGE,Send George a message that I will not be meeting him in the morning.,[SL:RECIPIENT George ] a message that [SL:CONTENT_EXACT I will not be meeting him in the morning ] . 
16017,PlayMusic,play some retro music,retro
16018,GetWeather,find the weather prediction for camdeboo-nationalpark for jan eleventh 2037,camdeboo-nationalpark jan eleventh 2037
16019,GetWeather,what s the weather like in forty fort,forty fort
16020,GetWeather,what will the weather be like 1 second from now in pugu hills forest reserve,1 second from now pugu hills forest reserve
16021,SEARCH,how many senators are there in the us senate,NONE
16022,GET_MESSAGE,Show me all my messages on FaceBook.,[SL:AMOUNT all ] my messages on [SL:RESOURCE FaceBook ] . 
16023,GetWeather,what will the weather be nineteen seconds from now from the little manatee river state park,nineteen seconds from now little manatee river state park
16024,SEARCH,who wrote the song whiter shade of pale,NONE
16025,PlayMusic,play my acoustic covers playlist on spotify,acoustic covers spotify
16026,PlayMusic,play the best sort by jan robbe on pandora,best jan robbe pandora
16027,SEARCH,why did jean valjean take care of cosette,NONE
16028,GetWeather,what s the weather forecast for connecticut,connecticut
16029,GetWeather,is it warm in sierra blanca now,warm sierra blanca now
16030,SEARCH,when did indoor toilets become common in america,NONE
16031,PlayMusic,play twenties symphony from robert walter,twenties symphony robert walter
16032,PlayMusic,play the album making evening and night by cevin key,album making evening and night cevin key
16033,PlayMusic,play me a song from the fourties,song fourties
16034,PlayMusic,play a 1974 sound track on vimeo,1974 sound track vimeo
16035,SEND_MESSAGE,Send Mack a message and tell him I will be late picking him up from the party,[SL:RECIPIENT Mack ] a message and tell him [SL:CONTENT_EXACT I will be late picking him up from the party ] 
16036,SEARCH,what was the immediate catalyst to the civil war,NONE
16037,SEARCH,who did it'll be alright on the night,NONE
16038,PlayMusic,play me a song by hank thompson from moa anbessa,song hank thompson moa anbessa
16039,SEND_MESSAGE,Explain to Jenny my departure has been delayed due to ice on the plane.,[SL:RECIPIENT Jenny ] [SL:CONTENT_EXACT my departure has been delayed due to ice on the plane ] . 
16040,SEND_MESSAGE,message steph when is the meeting,[SL:RECIPIENT steph ] [SL:CONTENT_EXACT when is the meeting ] 
16041,SEND_MESSAGE,send a message to bob saying haha i won the bet,[SL:RECIPIENT bob ] saying [SL:CONTENT_EXACT haha i won the bet ] 
16042,SEARCH,when is the running of the bulls held in spain,NONE
16043,SEARCH,unsaturated fats are comprised of lipids that contain,NONE
16044,SEND_MESSAGE,Message Henry asking if he has next Saturday available to meet for coffee,[SL:RECIPIENT Henry ] asking if [SL:CONTENT_EXACT he has next Saturday available to meet for coffee ] 
16045,GET_MESSAGE,Are there any messages from the corporate office yesterday?,[SL:SENDER the corporate office ] [SL:DATE_TIME yesterday ] ? 
16046,GetWeather,give me the weather forecast for here,here
16047,GET_MESSAGE,Show me messages from the local neighborhood group,[SL:GROUP local neighborhood ] group 
16048,SEND_MESSAGE,Let Scott know via text that I will be 15 min. late to the pool,[SL:RECIPIENT Scott ] know via text that [SL:CONTENT_EXACT I will be 15 min . late to the pool ] 
16049,SEND_MESSAGE,Message Kyle asking him what he's doing tomorrow.,[SL:RECIPIENT Kyle ] asking him [SL:CONTENT_EXACT what he 's doing tomorrow ] . 
16050,SEND_MESSAGE,Ask Trish to open the store at 10am on Tuesday,[SL:RECIPIENT Trish ] to [SL:CONTENT_EXACT open the store at 10 am on Tuesday ] 
16051,GetWeather,is it supposed to be sunny here,sunny here
16052,GET_MESSAGE,pull up my chat requests now,
16053,SEND_MESSAGE,Ask Chuck on how to fix a tire while stuck in a snowbank in the middle of nowhere,[SL:RECIPIENT Chuck ] on [SL:CONTENT_EXACT how to fix a tire while stuck in a snowbank in the middle of nowhere ] 
16054,SEARCH,who sang nice day for a white wedding,NONE
16055,GET_MESSAGE,Show contacts who texted,
16056,SEND_MESSAGE,Let BBB know I will attend luncheon tomorrow.,[SL:RECIPIENT BBB ] know [SL:CONTENT_EXACT I will attend luncheon tomorrow ] . 
16057,GetWeather,what s the weather here at three pm,here three pm
16058,SEARCH,author of the hymn great is thy faithfulness,NONE
16059,SEARCH,the probability of making a type i error when retaining ho at the .05 level of significance is,NONE
16060,GetWeather,will it be overcast at lunch time in saint vincent and the grenadines,overcast lunch saint vincent and the grenadines
16061,PlayMusic,play my hardstyle baby playlist on netflix,hardstyle baby netflix
16062,SEARCH,where is salt mined in the united states,NONE
16063,GET_MESSAGE,pull up my chat requests,
16064,SEND_MESSAGE,ask her if she wants takeout tonight from cheesecake factory,[SL:RECIPIENT her ] if [SL:CONTENT_EXACT she wants takeout tonight from cheesecake factory ] 
16065,GetWeather,how s the weather looking in pheba,pheba
16066,SEND_MESSAGE,"Send a message to Sam the State Fair is Friday, Saturday and Sunday from 9am to 9pm.","[SL:RECIPIENT Sam ] [SL:CONTENT_EXACT the State Fair is Friday , Saturday and Sunday from 9 am to 9 pm ] . "
16067,SEARCH,what is the function of the pericardial sac,NONE
16068,GET_MESSAGE,Any new texts from family memes group?,[SL:TAG_MESSAGE new ] texts from [SL:GROUP family memes ] group ? 
16069,SEND_MESSAGE,Message my Mother,[SL:RECIPIENT 
16070,GetWeather,is it freezing at jasmund national park,freezing jasmund national park
16071,PlayMusic,play music from the seventies,seventies
16072,SEND_MESSAGE,Ask Taylor what time the dinner ends.,[SL:RECIPIENT Taylor ] [SL:CONTENT_EXACT what time the dinner ends ] . 
16073,GetWeather,what is the weather forecast for three in whitewood rhode island,three whitewood rhode island
16074,GetWeather,is it going to get colder at my current location by 10 am,colder current location 10 am
16075,GetWeather,how cold is it in princeton junction,cold princeton junction
16076,SEARCH,who does the grand inquisitor meet in ivan's poem,NONE
16077,SEND_MESSAGE,let gretchen know that it is 50 miles from her house to the class reunion at the community center,[SL:RECIPIENT gretchen ] know that [SL:CONTENT_EXACT it is 50 miles from her house to the class reunion at the community center ] 
16078,GetWeather,at 0 am what will the weather be here,0 am here
16079,SEND_MESSAGE,Send message to Siblings that we are eating at Lawrys in Beverly Hills at 6pm,[SL:RECIPIENT 
16080,GetWeather,what is the weather forecast in country club heights,country club heights
16081,PlayMusic,play some rockwell from around 1996,rockwell 1996
16082,SEND_MESSAGE,Message my son and tell him football practice is at 5 a.m.,[SL:RECIPIENT 
16083,GetWeather,will it be colder in tallgrass prairie national preserve,colder tallgrass prairie national preserve
16084,SEARCH,who were the bands in pitch perfect 3,NONE
16085,GetWeather,give me the weather forecast for lower lake on sep 21 2038,lower lake sep 21 2038
16086,SEND_MESSAGE,Can you message only Tammy from the group if she can pick me up for the concert tonight?,[SL:RECIPIENT Tammy ] from the group if [SL:CONTENT_EXACT she can pick me up for the concert tonight ] ? 
16087,SEARCH,who is emma dating in once upon a time,NONE
16088,PlayMusic,play something from 1985 by billy werner,1985 billy werner
16089,SEARCH,where does the phrase train of thought come from,NONE
16090,SEARCH,who is the voice of the other mother in coraline,NONE
16091,SEARCH,where did the ashes from ash wednesday originate,NONE
16092,GET_MESSAGE,Read me this weeks messages from Rodan & Fields,[SL:DATE_TIME this weeks ] messages from [SL:SENDER Rodan & Fields ] 
16093,GetWeather,i want to book a restaurant in neshanic station nigeria for 06:18:13 pm,neshanic station nigeria 06:18:13 pm
16094,PlayMusic,can you play halloween by ajinoam nini,halloween ajinoam nini
16095,PlayMusic,play play lodge by alkabli on lastfm,lodge alkabli lastfm
16096,SEARCH,what is the longest word in the oxford english dictionary,NONE
16097,GetWeather,how is the weather going to be this week in roseau ia,this week roseau ia
16098,GetWeather,what is the overcast forecast for torrey pines state beach,overcast torrey pines state beach
16099,SEND_MESSAGE,Message Lee and tell we are going to the Jimmy Buffet concert.,[SL:RECIPIENT Lee ] and tell [SL:CONTENT_EXACT we are going to the Jimmy Buffet concert ] . 
16100,SEARCH,what does the adrenal gland produce that is necessary for the sympathetic nervous system to function,NONE
16101,SEARCH,who played in the original cast of hamilton,NONE
16102,GET_MESSAGE,look up chats,
16103,SEARCH,governor chief minister vice president president of india,NONE
16104,SEARCH,who played grace in little house on the prairie,NONE
16105,GetWeather,what s the weather like in serbia,serbia
16106,SEND_MESSAGE,"send message to Curt, where about is 5k walk in Holy Springs","[SL:RECIPIENT Curt ] , [SL:CONTENT_EXACT where about is 5k walk in Holy Springs ] "
16107,GET_MESSAGE,Retrieve all the messages from Thomas in the past week and display them for me.,[SL:AMOUNT all ] the messages from [SL:SENDER Thomas ] [SL:DATE_TIME in the past week ] and display them for me . 
16108,GET_MESSAGE,Switch to this person's conversation.,[SL:RECIPIENT person ] 's conversation . 
16109,GET_MESSAGE,Please open and read yesterday's messages,[SL:DATE_TIME yesterday ] 's messages 
16110,GET_MESSAGE,Show me who just texed me,[SL:RECIPIENT me ] 
16111,SEND_MESSAGE,Let Kayla know that the roads have cleared up on the way to Chicago,[SL:RECIPIENT Kayla ] know that [SL:CONTENT_EXACT the roads have cleared up on the way to Chicago ] 
16112,GET_MESSAGE,continue reading my message,
16113,SEARCH,who is the longest serving manager in manchester united history,NONE
16114,SEARCH,where does the energy in fossil fuels come from,NONE
16115,PlayMusic,play some origa on google music,origa google music
16116,SEARCH,who was on the first season of dwts,NONE
16117,SEND_MESSAGE,Message Sue that my wife said it's OK to come 30 minutes early,[SL:RECIPIENT Sue ] that [SL:CONTENT_EXACT my wife said it 's OK to come 30 minutes early ] 
16118,GetWeather,what is the overcast forecast for midday in id,overcast midday id
16119,GET_MESSAGE,browse chats,
16120,GetWeather,how hot is it in pesotum,hot pesotum
16121,SEARCH,how many us states currently use capital punishment,NONE
16122,GET_MESSAGE,get me my chats,
16123,GET_MESSAGE,Any new texts from Ross today?,[SL:TAG_MESSAGE new ] texts from [SL:SENDER Ross ] [SL:DATE_TIME today ] ? 
16124,SEND_MESSAGE,Send a message to Kathy saying I will be there in 20 minutes,[SL:RECIPIENT Kathy ] saying [SL:CONTENT_EXACT I will be there in 20 minutes ] 
16125,SEARCH,is a network connection device that can build tables that identify addresses on each network,NONE
16126,GET_MESSAGE,Has Julia messaged me back yet?,[SL:SENDER Julia ] messaged [SL:RECIPIENT me ] back yet ? 
16127,GetWeather,what s the forecast for my current spot,current spot
16128,GET_MESSAGE,Has Jane messaged me on Twitter today?,[SL:SENDER Jane ] messaged [SL:RECIPIENT me ] on [SL:RESOURCE Twitter ] [SL:DATE_TIME today ] ? 
16129,SEARCH,tim tebow's record as a starter for broncos,NONE
16130,SEND_MESSAGE,Message Chris that I'll be at the basketball game Thursday,[SL:RECIPIENT Chris ] that [SL:CONTENT_EXACT I'll be at the basketball game Thursday ] 
16131,GetWeather,what will the weather be here on dec 25th,here dec 25th
16132,SEARCH,who was appointed to manage the national recovery administration,NONE
