,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,VRB,ADJ,NON,output
5786,play 2gether by jade puget,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,PlayMusic
5787,is rainfall forecast for flying hills,0,0,6,37,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,1,2,GetWeather
5788,play music on the playlist electronic gaming,0,0,7,44,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,4,PlayMusic
5789,play a melody by avery storm,0,0,6,28,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,3,PlayMusic
5790,how will the weather be five weeks from now in moneta,0,0,11,53,1,0,0,0,0,0,0,0,0,7,0,0,1,1,0,2,1,1,3,GetWeather
5791,i d like to listen to space music,0,0,8,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,2,1,2,PlayMusic
5792,play richard thompson from the thirties song book,0,0,8,49,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,2,0,4,PlayMusic
5793,open youtube and play nanana from massimo altomare,0,0,8,50,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,1,2,3,PlayMusic
5794,play some music by beverley martyn,0,0,6,34,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,3,PlayMusic
5795,what is the forecast in the same area as fiji,0,0,10,45,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0,2,1,1,3,GetWeather
5796,what will the weather be like on september the eighteenth in puerto rico,0,0,13,72,0,0,0,1,0,0,0,0,0,7,0,0,1,1,0,2,2,0,4,GetWeather
5797,weather for ringold,0,0,3,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,GetWeather
5798,i want to listen to some music from 2003 on pandora from them,0,0,13,61,0,0,0,0,0,0,0,0,0,8,0,0,0,1,3,0,2,0,3,PlayMusic
5799,i want to hear some sixties melody from mark mcentee off of google music,0,0,14,72,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,0,6,PlayMusic
5800,what s the weather like in groesbeck,0,0,7,36,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,1,0,2,GetWeather
5801,what is the temperature for montserrat on sep the fourth 2024,0,0,11,61,0,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,1,2,GetWeather
5802,what will the weather be faraway in new jersey in ten weeks,0,0,12,59,0,0,0,1,0,0,0,0,0,6,0,0,2,1,0,2,2,2,3,GetWeather
5803,play soldier boy from melody gardot,0,0,6,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,4,PlayMusic
5804,what s the weather forecast for winnfield georgia,0,0,8,49,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,1,0,4,GetWeather
5805,will it storm in texola delaware,0,0,6,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,GetWeather
5806,i wish to enjoy some fifties music by johnny paycheck,0,0,10,53,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,2,1,4,PlayMusic
5807,play any song from 2001,0,0,5,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,0,1,PlayMusic
5808,play valerij kipelov on vimeo,0,0,5,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,PlayMusic
5809,please anything good by chieko ochi,0,0,6,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,PlayMusic
5810,will there be fog not far from mexico on apr 27,0,0,11,47,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,2,4,1,GetWeather
5811,what s the forecast for pipe spring national monument,0,0,9,53,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,1,2,3,GetWeather
5812,how s the weather in mowrystown,0,0,6,31,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,0,2,GetWeather
5813,play hughie graham by vidyadhar vyas,0,0,6,36,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,5,PlayMusic
5814,what will the weather be like 1 second from now in pugu hills forest reserve,0,0,15,76,0,0,0,1,0,0,0,0,0,7,0,1,1,0,0,3,2,2,4,GetWeather
5815,will it be colder in oaklawn zambia,0,0,7,35,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,0,2,GetWeather
5816,forecast for willits christmas island twenty three minutes from now,0,0,10,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,2,4,GetWeather
5817,play music from 2012 by yossif kobzon on last fm,0,0,10,48,0,0,0,0,0,0,0,0,0,3,1,0,0,1,3,0,0,1,5,PlayMusic
5818,i want to hear gothic rock on lastfm,0,0,8,36,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,2,1,3,PlayMusic
5819,play groove shark,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,PlayMusic
5820,is maalaea has chillier weather,0,0,5,31,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,2,1,2,GetWeather
5821,check the weather forecast for the current position,0,0,8,51,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,1,3,GetWeather
5822,what is the weather in gipsy-gordon wildland park,0,0,8,49,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,1,1,3,GetWeather
5823,play me some music from 1999,0,0,6,28,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,1,0,1,PlayMusic
5824,is it going to be chilly today in abo wi,0,0,10,40,0,0,0,0,0,0,0,0,1,5,0,1,0,1,0,2,3,1,3,GetWeather
5825,play the playlist feel good dinner,0,0,6,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,2,PlayMusic
5826,is it forecast to be cold in wisconsin,0,0,8,38,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,2,3,0,2,GetWeather
5827,what will the weather be 1 minute from now in garrochales,0,0,11,57,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,2,1,1,3,GetWeather
5828,open the playlist from sergei chatschatrjan,0,0,6,43,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,3,PlayMusic
5829,will there be a blizzard here on dec 26 2027,0,0,10,44,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,2,2,GetWeather
5830,play a popular sort of fifties tune music,0,0,8,41,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,1,3,PlayMusic
5831,what will it be like in six pm at the current place,0,0,12,51,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,3,1,1,2,GetWeather
5832,what is the loco weather forecast,0,0,6,33,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,2,1,0,3,GetWeather
5833,play dawn richard song white summer,0,0,6,35,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,5,PlayMusic
5834,will it be overcast in 1 minute within walking distance of oh,0,0,12,61,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,3,0,3,GetWeather
5835,play top 20 from frank farian,0,0,6,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,3,0,PlayMusic
5836,i want to hear some music from spotify,0,0,8,38,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,2,0,3,PlayMusic
5837,play the greatest ballad from the seventies,0,0,7,43,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,1,2,PlayMusic
5838,weather 1 minute from now in camden point zambia,0,0,9,48,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,2,0,3,3,GetWeather
5839,open vimeo and paly every song released in 1986,0,0,9,47,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,3,PlayMusic
5840,what is the forcast now in kansas,0,0,7,33,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,1,1,2,GetWeather
5841,play some google music,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,PlayMusic
5842,how windy is it in anderson lake state fish and wildlife area,0,0,12,61,1,0,0,0,0,0,0,0,1,5,0,0,1,0,0,2,1,2,5,GetWeather
5843,will it rain in six weeks in libby,0,0,8,34,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,1,0,2,GetWeather
5844,will it be warmer in ristigouche ecological reserve on nov the twentieth,0,0,12,72,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,2,1,3,GetWeather
5845,play some nastya kamenskih on zvooq,0,0,6,35,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,2,PlayMusic
5846,what is the weather forecast for here,0,0,7,37,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,1,2,GetWeather
5847,is it freezing this evening in maunabo united states,0,0,9,52,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,2,1,3,GetWeather
5848,play playlist chilled r&b,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,PlayMusic
5849,show chillier conditions next week in camp bird,0,0,8,47,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,5,GetWeather
5850,play kings of the wild frontier by andrea bocelli,0,0,9,49,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,2,4,PlayMusic
5851,what s the weather forecast near to fern creek this winter,0,0,11,58,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,2,2,0,4,GetWeather
5852,can you play a top song from a chyi chin concerto,0,0,11,49,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,1,1,4,PlayMusic
5853,will it be foggy on the town meeting day vermont in angola,0,0,12,58,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,2,0,5,GetWeather
5854,play music from my relentless playlist,0,0,6,38,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,4,PlayMusic
5855,play piano ballads on netflix,0,0,5,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,4,PlayMusic
5856,tell me if there s a snowstorm in the forecast twenty seconds from now in holtville,0,0,16,83,0,0,0,0,0,0,0,0,1,10,0,0,1,1,0,2,3,1,4,GetWeather
5857,play sixties on spotify,0,0,4,23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,3,PlayMusic
5858,i d like to know how the weather will be at 8 pm in tennessee,0,0,15,61,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,3,3,1,3,GetWeather
5859,play kim wilde by mike scott on slacker,0,0,8,39,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,5,PlayMusic
5860,play some good music from 2012,0,0,6,30,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1,1,1,PlayMusic
5861,is it supposed to get chilly in dewey,0,0,8,37,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,3,1,1,GetWeather
5862,play supernaut by armand van helden,0,0,6,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5,PlayMusic
5863,play joshua homme belle and sebastian write about love,0,0,9,54,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,6,PlayMusic
5864,play the greatest soundtrack by jesse harms,0,0,7,43,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1,3,PlayMusic
5865,tell me the humidity index for elizabethville indiana,0,0,8,53,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,1,0,4,GetWeather
5866,will there be a snowstorm this weekend in bear river arizona,0,0,11,60,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,1,2,4,GetWeather
5867,will it be hot in west union malaysia,0,0,8,37,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,1,2,2,GetWeather
5868,what is the storm forecast in the same area of honduras,0,0,11,55,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0,2,1,1,4,GetWeather
5869,what is the weather going to be like in twenty three minutes in parksdale in,0,0,15,76,0,0,0,1,0,0,0,0,1,8,0,0,1,0,0,3,3,0,4,GetWeather
5870,play me benjamin kowalewicz s top hits,0,0,7,38,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,0,1,2,3,PlayMusic
5871,open vimeo and play music,0,0,5,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,3,PlayMusic
5872,play a record from the year 1979,0,0,7,32,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,2,PlayMusic
5873,can i hear jeremy taggart s newest chant on deezer,0,0,10,50,0,0,0,0,0,0,0,0,1,4,1,1,0,0,2,0,1,2,5,PlayMusic
5874,weather for carlisle gardens as,0,0,5,31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,GetWeather
5875,is there going to be any cloud cover today at mccracken in az,0,0,13,61,0,0,0,0,0,0,0,0,1,7,0,2,0,1,0,1,3,2,4,GetWeather
5876,use pandora to play music from maki onaga from the album made in the nineties,0,0,15,77,0,0,0,0,0,0,0,0,0,6,2,0,0,0,4,0,2,1,6,PlayMusic
5877,play eighties music on groove shark,0,0,6,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5,PlayMusic
5878,play anything from the top-50 jeff irwin record off of itunes,0,0,11,61,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,1,6,PlayMusic
5879,is it sunny in qatar,0,0,5,20,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,1,GetWeather
5880,what s the weather going to be like at 10:21:20 close by id,0,0,13,59,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,3,3,1,2,GetWeather
5881,please open pandora for me,0,0,5,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,PlayMusic
5882,please play some black metal music,0,0,6,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,2,PlayMusic
5883,play gothic music,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,PlayMusic
5884,play me a track by steve souza,0,0,7,30,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,3,PlayMusic
5885,there is warmer at serenada,0,0,5,27,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,1,GetWeather
5886,i want to hear the album insult to injury by narayana tirtha,0,0,12,60,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,3,1,4,PlayMusic
5887,play russell morris s the singer and the song on netflix,0,0,11,56,0,0,0,0,0,0,0,0,1,5,2,1,0,0,3,0,2,1,4,PlayMusic
5888,is it supposed to get chilly in dewey,0,0,8,37,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,2,3,1,1,GetWeather
5889,play step up your game by marc cohn,0,0,8,35,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,1,4,PlayMusic
5890,play pacific ocean blues by john doe on lastfm,0,0,9,46,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,6,PlayMusic
5891,play tomtegubben som hade snuva,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,PlayMusic
5892,what is the weather in mascotte,0,0,6,31,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,0,2,GetWeather
5893,play the album alas y raíces by dave pybus,0,0,9,42,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,2,0,5,PlayMusic
5894,what will the weather be like in india at 02:55:25 am,0,0,11,53,0,0,0,1,0,0,0,0,1,7,0,0,1,0,0,2,2,0,2,GetWeather
5895,play sivamani,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,PlayMusic
5896,what is the forecast for march the twelfth faraway from pine mountain state resort park,0,0,15,87,0,0,0,1,0,0,0,0,1,6,0,0,1,1,0,3,1,1,8,GetWeather
5897,play bob hilliard top-twenty music,0,0,5,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,2,2,PlayMusic
5898,is it warm at seven am in greenland,0,0,8,35,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,1,2,1,1,GetWeather
5899,what s the forecast for il around tea time,0,0,9,42,0,0,0,1,0,0,0,0,1,4,1,0,0,0,0,1,1,0,4,GetWeather
5900,what is the predicted weather for wells in indiana,0,0,9,50,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,1,1,3,GetWeather
5901,play 1990 tunes on groove shark,0,0,6,31,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,4,PlayMusic
5902,play some glenn stetson music on spotify,0,0,7,40,0,0,0,0,0,0,0,0,0,2,1,0,1,0,3,0,2,0,3,PlayMusic
5903,what s the cloud forecast now for sierra leone,0,0,9,46,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,1,1,4,GetWeather
5904,is the forecast hot in 1 hour in leasburg,0,0,9,41,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,3,1,1,3,GetWeather
5905,play some seventies music on netflix,0,0,6,36,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,1,0,3,PlayMusic
5906,will it be warm here in one hour,0,0,8,32,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,1,1,GetWeather
5907,play me a concerto by jethro burns from zvooq,0,0,9,45,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,4,PlayMusic
5908,what will the weather be in tajikistan on dec twentieth,0,0,10,55,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,1,1,0,4,GetWeather
5909,weather at bystrzyca valley landscape park,0,0,6,42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,4,GetWeather
5910,what will the weather be like in three weeks in gates michigan,0,0,12,62,0,0,0,1,0,0,0,0,0,6,0,0,1,1,0,3,2,0,3,GetWeather
5911,is it going to be rainy here one second from now,0,0,11,48,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,2,4,2,1,GetWeather
5912,what will the weather be in the current position on dec 23,0,0,12,58,0,0,0,1,0,0,0,0,0,7,0,0,0,1,0,2,1,1,3,GetWeather
5913,play the eternal by juju mob on vimeo,0,0,8,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,3,PlayMusic
5914,is it supposed to rain nearby my current location at 0 o clock,0,0,13,62,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,3,2,3,GetWeather
5915,what is the pw forecast for jul 9 in robert,0,0,10,43,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,1,0,4,GetWeather
5916,use last fm to play artist kawabata makoto from their record,0,0,11,60,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,1,1,6,PlayMusic
5917,what s the weather close to harmar heights this afternoon,0,0,10,57,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,1,2,1,3,GetWeather
5918,i want to hear the latest twenties album from kyle riabko,0,0,11,57,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,3,1,4,PlayMusic
5919,play expresión from mickey finn,0,0,5,31,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,PlayMusic
5920,what is the bethany beach forecast,0,0,6,34,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,1,1,1,2,GetWeather
5921,play deezer,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,PlayMusic
5922,play music from 2014,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,PlayMusic
5923,play some deezer oldies music,0,0,5,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,3,PlayMusic
5924,what is the forecasted weather for ninaview,0,0,7,43,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,1,1,1,2,GetWeather
5925,at 7 pm what will the weather be in iceland,0,0,10,43,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,2,1,0,3,GetWeather
5926,play a ladyhawke record,0,0,4,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,PlayMusic
5927,play a track by alpha blondy with deezer,0,0,8,40,0,0,0,0,0,0,0,0,0,3,1,1,0,0,3,0,1,1,3,PlayMusic
5928,play netflix ballad by mike shinoda that is popular,0,0,9,51,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,2,2,3,PlayMusic
5929,play some paulinho da viola from 1965,0,0,7,37,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,3,PlayMusic
5930,what is the weather like right now for fort adams,0,0,10,49,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,1,1,4,GetWeather
5931,play music which has humour on youtube,0,0,7,38,0,0,0,0,0,1,0,0,0,3,0,0,1,0,3,0,2,0,3,PlayMusic
5932,what s the weather forecast for belknap,0,0,7,39,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,1,0,3,GetWeather
5933,play some eighties by amirbai karnataki,0,0,6,39,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,1,0,3,PlayMusic
5934,will it be colder in ohio,0,0,6,25,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,2,0,1,GetWeather
5935,i want to hear some boris grebenchtchikov on zvooq,0,0,9,50,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,2,1,3,PlayMusic
5936,will there be a blizzard at a 4 am in sky valley,0,0,12,48,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,2,1,3,GetWeather
5937,what is the weather looking like right now in wy,0,0,10,48,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,2,1,3,GetWeather
5938,what s the weather in stone mountain kentucky,0,0,8,45,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,1,0,4,GetWeather
5939,play lil hardin armstrong from itunes,0,0,6,37,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,2,1,2,PlayMusic
5940,play the album remember shakti – the believer,0,0,8,45,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,2,1,3,PlayMusic
5941,play some house music,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,2,PlayMusic
5942,play anweshaa by the new first,0,0,6,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,2,PlayMusic
5943,i want to hear music on my slacker app,0,0,9,38,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,2,0,4,PlayMusic
5944,will it be freezing in poland on july 5 2032,0,0,10,44,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,1,2,0,2,GetWeather
5945,can you play a sammy fain ep,0,0,7,28,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,3,PlayMusic
5946,how warm is it in darnestown,0,0,6,28,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,1,1,1,GetWeather
5947,is it supposed to get colder here on 12/28/2019,0,0,9,47,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,2,3,1,1,GetWeather
5948,play some oleg anofriyev from 1960,0,0,6,34,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,1,PlayMusic
5949,play grabsteinland i by doctor fink on slacker radio,0,0,9,52,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,7,PlayMusic
5950,give me the weather forecast for zambia,0,0,7,39,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,1,0,3,GetWeather
5951,play me the most popular peja song on slacker,0,0,9,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,1,2,3,PlayMusic
5952,play techno on lastfm,0,0,4,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,3,PlayMusic
5953,play some showtunes music,0,0,4,25,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,2,PlayMusic
5954,is it hot in gold beach bahrain,0,0,7,31,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,2,2,GetWeather
5955,forecast in layhigh,0,0,3,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,GetWeather
5956,how is the weather going to be this week in roseau ia,0,0,12,53,1,0,0,0,0,0,0,0,1,7,0,0,0,1,0,2,3,0,4,GetWeather
5957,is there any hail in monterey bay national marine sanctuary,0,0,10,59,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,2,4,GetWeather
5958,play some contemporary christian on groove shark,0,0,7,48,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,1,3,PlayMusic
5959,how hot is it in pesotum,0,0,6,24,1,0,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,1,1,GetWeather
5960,can you tell me the weather forecast for denmark,0,0,9,48,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,3,1,0,3,GetWeather
5961,will it be colder in cut ma tomorrow,0,0,8,36,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,2,0,3,GetWeather
5962,play 2006 chant music,0,0,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,PlayMusic
5963,play sivamani,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,PlayMusic
5964,what s the weather forecast for north wolcott alabama on october 12 2032,0,0,13,72,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,2,1,2,3,GetWeather
5965,play the late night jazz soundtrack on zvooq,0,0,8,44,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,1,4,PlayMusic
5966,play dj ozma top songs,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,PlayMusic
5967,what s the weather looking like right now in croatia,0,0,10,52,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,2,1,3,GetWeather
5968,play music from 2005 by justin broadrick,0,0,7,40,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,4,PlayMusic
5969,play music from the twenties,0,0,5,28,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,3,PlayMusic
5970,will it hail in rush valley denmark on 6/21/2035,0,0,9,48,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,1,2,GetWeather
5971,what s the weather close to cambodia at 05:44:13,0,0,9,48,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,2,1,1,GetWeather
5972,play some gangsta music,0,0,4,23,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,2,PlayMusic
5973,what is the colder forecast for nationaal park bidoup núi bà in a week,0,0,14,70,0,0,0,1,0,0,0,0,1,6,1,0,0,1,0,3,1,2,6,GetWeather
5974,will it get cold in nationalpark mu ko phetra,0,0,9,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,4,GetWeather
5975,i need to know the weather at the queen elizabeth national park,0,0,12,63,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,3,2,3,3,GetWeather
5976,check the weather forecast for pineridge,0,0,6,40,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,3,GetWeather
5977,play michael angelo batio,0,0,4,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,PlayMusic
5978,play robin hood and the bishop of hereford by jon mayer,0,0,11,55,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,7,PlayMusic
5979,play 2011 music,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,PlayMusic
5980,play one good reason by tommy flanagan on itunes,0,0,9,48,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,1,1,1,4,PlayMusic
5981,book me a restaurant in aransas pass in seventeen hours,0,0,10,55,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,4,GetWeather
5982,play me something from the thirties by candi staton on vimeo,0,0,11,60,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,1,1,4,PlayMusic
