,Intent,Query,Param1,Param2
5838,GetWeather,weather 1 minute from now in camden point zambia,O B-timeRange I-timeRange I-timeRange I-timeRange O B-city I-city B-country,"B-timeRange(1), I-timeRange(minute), I-timeRange(from), I-timeRange(now), B-city(camden), I-city(point), B-country(zambia),"
5839,PlayMusic,open vimeo and paly every song released in 1986,O B-service O O B-track B-music_item O O B-year,"B-service(vimeo), B-track(every), B-music_item(song), B-year(1986),"
5840,GetWeather,what is the forcast now in kansas,O O O O O B-timeRange O B-state,"B-timeRange(now), B-state(kansas),"
5841,PlayMusic,play some google music,O O B-service I-service,"B-service(google), I-service(music),"
5842,GetWeather,how windy is it in anderson lake state fish and wildlife area,O B-condition_description O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_description(windy), B-geographic_poi(anderson), I-geographic_poi(lake), I-geographic_poi(state), I-geographic_poi(fish), I-geographic_poi(and), I-geographic_poi(wildlife), I-geographic_poi(area),"
5843,GetWeather,will it rain in six weeks in libby,O O B-condition_description B-timeRange I-timeRange I-timeRange O B-city,"B-condition_description(rain), B-timeRange(in), I-timeRange(six), I-timeRange(weeks), B-city(libby),"
5844,GetWeather,will it be warmer in ristigouche ecological reserve on nov the twentieth,O O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi O B-timeRange I-timeRange I-timeRange,"B-condition_temperature(warmer), B-geographic_poi(ristigouche), I-geographic_poi(ecological), I-geographic_poi(reserve), B-timeRange(nov), I-timeRange(the), I-timeRange(twentieth),"
5845,PlayMusic,play some nastya kamenskih on zvooq,O O B-artist I-artist O B-service,"B-artist(nastya), I-artist(kamenskih), B-service(zvooq),"
5846,GetWeather,what is the weather forecast for here,O O O O O O B-current_location,"B-current_location(here),"
5847,GetWeather,is it freezing this evening in maunabo united states,O O O B-condition_temperature O B-timeRange O B-city B-country I-country,"B-condition_temperature(freezing), B-timeRange(evening), B-city(maunabo), B-country(united), I-country(states),"
5848,PlayMusic,play playlist chilled r&b,O O B-playlist I-playlist,"B-playlist(chilled), I-playlist(r&b),"
5849,GetWeather,show chillier conditions next week in camp bird,O B-condition_temperature O B-timeRange I-timeRange O B-city I-city,"B-condition_temperature(chillier), B-timeRange(next), I-timeRange(week), B-city(camp), I-city(bird),"
5850,PlayMusic,play kings of the wild frontier by andrea bocelli,O B-album I-album I-album I-album I-album O B-artist I-artist,"B-album(kings), I-album(of), I-album(the), I-album(wild), I-album(frontier), B-artist(andrea), I-artist(bocelli),"
5851,GetWeather,what s the weather forecast near to fern creek this winter,O O O O O B-spatial_relation O B-city I-city B-timeRange I-timeRange,"B-spatial_relation(near), B-city(fern), I-city(creek), B-timeRange(this), I-timeRange(winter),"
5852,PlayMusic,can you play a top song from a chyi chin concerto,O O O O O B-sort B-music_item O O B-artist I-artist B-music_item,"B-sort(top), B-music_item(song), B-artist(chyi), I-artist(chin), B-music_item(concerto),"
5853,GetWeather,will it be foggy on the town meeting day vermont in angola,O O O B-condition_description O O B-timeRange I-timeRange I-timeRange I-timeRange O B-country,"B-condition_description(foggy), B-timeRange(town), I-timeRange(meeting), I-timeRange(day), I-timeRange(vermont), B-country(angola),"
5854,PlayMusic,play music from my relentless playlist,O O O O O B-playlist O,"B-playlist(relentless),"
5855,PlayMusic,play piano ballads on netflix,O B-playlist I-playlist O B-service,"B-playlist(piano), I-playlist(ballads), B-service(netflix),"
5856,GetWeather,tell me if there s a snowstorm in the forecast twenty seconds from now in holtville,O O O O O O B-condition_description O O O B-timeRange I-timeRange I-timeRange I-timeRange O B-city,"B-condition_description(snowstorm), B-timeRange(twenty), I-timeRange(seconds), I-timeRange(from), I-timeRange(now), B-city(holtville),"
5857,PlayMusic,play sixties on spotify,O B-year O B-service,"B-year(sixties), B-service(spotify),"
5858,GetWeather,i d like to know how the weather will be at 8 pm in tennessee,O O O O O O O O O O O B-timeRange I-timeRange O B-state,"B-timeRange(8), I-timeRange(pm), B-state(tennessee),"
5859,PlayMusic,play kim wilde by mike scott on slacker,O B-album I-album O B-artist I-artist O B-service,"B-album(kim), I-album(wilde), B-artist(mike), I-artist(scott), B-service(slacker),"
5860,PlayMusic,play some good music from 2012,O O B-sort O O B-year,"B-sort(good), B-year(2012),"
5861,GetWeather,is it supposed to get chilly in dewey,O O O O O O B-condition_temperature O B-city,"B-condition_temperature(chilly), B-city(dewey),"
5862,PlayMusic,play supernaut by armand van helden,O B-track O B-artist I-artist I-artist,"B-track(supernaut), B-artist(armand), I-artist(van), I-artist(helden),"
5863,PlayMusic,play joshua homme belle and sebastian write about love,O B-artist I-artist B-album I-album I-album I-album I-album I-album,"B-artist(joshua), I-artist(homme), B-album(belle), I-album(and), I-album(sebastian), I-album(write), I-album(about), I-album(love),"
5864,PlayMusic,play the greatest soundtrack by jesse harms,O O B-sort B-music_item O B-artist I-artist,"B-sort(greatest), B-music_item(soundtrack), B-artist(jesse), I-artist(harms),"
5865,GetWeather,tell me the humidity index for elizabethville indiana,O O O B-condition_description O O B-city B-state,"B-condition_description(humidity), B-city(elizabethville), B-state(indiana),"
5866,GetWeather,will there be a snowstorm this weekend in bear river arizona,O O O O B-condition_description O B-timeRange O B-city I-city B-state,"B-condition_description(snowstorm), B-timeRange(weekend), B-city(bear), I-city(river), B-state(arizona),"
5867,GetWeather,will it be hot in west union malaysia,O O O B-condition_temperature O B-city I-city B-country,"B-condition_temperature(hot), B-city(west), I-city(union), B-country(malaysia),"
5868,GetWeather,what is the storm forecast in the same area of honduras,O O O B-condition_description O B-spatial_relation I-spatial_relation I-spatial_relation I-spatial_relation O B-country,"B-condition_description(storm), B-spatial_relation(in), I-spatial_relation(the), I-spatial_relation(same), I-spatial_relation(area), B-country(honduras),"
5869,GetWeather,what is the weather going to be like in twenty three minutes in parksdale in,O O O O O O O O O O B-timeRange I-timeRange I-timeRange O B-city B-state,"B-timeRange(twenty), I-timeRange(three), I-timeRange(minutes), B-city(parksdale), B-state(in),"
5870,PlayMusic,play me benjamin kowalewicz s top hits,O O B-artist I-artist O B-sort O,"B-artist(benjamin), I-artist(kowalewicz), B-sort(top),"
5871,PlayMusic,open vimeo and play music,O O B-service O O O,"B-service(vimeo),"
5872,PlayMusic,play a record from the year 1979,O O B-music_item O O O B-year,"B-music_item(record), B-year(1979),"
5873,PlayMusic,can i hear jeremy taggart s newest chant on deezer,O O O B-artist I-artist O B-sort B-music_item O B-service,"B-artist(jeremy), I-artist(taggart), B-sort(newest), B-music_item(chant), B-service(deezer),"
5874,GetWeather,weather for carlisle gardens as,O O B-city I-city B-state,"B-city(carlisle), I-city(gardens), B-state(as),"
5875,GetWeather,is there going to be any cloud cover today at mccracken in az,O O O O O O B-condition_description O B-timeRange O B-city O B-state,"B-condition_description(cloud), B-timeRange(today), B-city(mccracken), B-state(az),"
5876,PlayMusic,use pandora to play music from maki onaga from the album made in the nineties,O O B-service O O O O B-artist I-artist O O B-music_item O O O B-year,"B-service(pandora), B-artist(maki), I-artist(onaga), B-music_item(album), B-year(nineties),"
5877,PlayMusic,play eighties music on groove shark,O O B-year O O B-service I-service,"B-year(eighties), B-service(groove), I-service(shark),"
5878,PlayMusic,play anything from the top-50 jeff irwin record off of itunes,O O O O B-sort B-artist I-artist B-music_item O O B-service,"B-sort(top-50), B-artist(jeff), I-artist(irwin), B-music_item(record), B-service(itunes),"
5879,GetWeather,is it sunny in qatar,O O B-condition_description O B-country,"B-condition_description(sunny), B-country(qatar),"
5880,GetWeather,what s the weather going to be like at 10:21:20 close by id,O O O O O O O O O B-timeRange B-spatial_relation I-spatial_relation B-state,"B-timeRange(10:21:20), B-spatial_relation(close), I-spatial_relation(by), B-state(id),"
5881,PlayMusic,please open pandora for me,O O O B-service O O,"B-service(pandora),"
5882,PlayMusic,please play some black metal music,O O O B-genre I-genre O,"B-genre(black), I-genre(metal),"
5883,PlayMusic,play gothic music,O B-genre O,"B-genre(gothic),"
5884,PlayMusic,play me a track by steve souza,O O O B-music_item O B-artist I-artist,"B-music_item(track), B-artist(steve), I-artist(souza),"
5885,GetWeather,there is warmer at serenada,O O O B-condition_temperature O B-city,"B-condition_temperature(warmer), B-city(serenada),"
5886,PlayMusic,i want to hear the album insult to injury by narayana tirtha,O O O O O B-music_item B-album I-album I-album O B-artist I-artist,"B-music_item(album), B-album(insult), I-album(to), I-album(injury), B-artist(narayana), I-artist(tirtha),"
5887,PlayMusic,play russell morris s the singer and the song on netflix,O B-artist I-artist O B-album I-album I-album I-album I-album O B-service,"B-artist(russell), I-artist(morris), B-album(the), I-album(singer), I-album(and), I-album(the), I-album(song), B-service(netflix),"
5888,GetWeather,is it supposed to get chilly in dewey,O O O O O B-condition_temperature O B-city,"B-condition_temperature(chilly), B-city(dewey),"
5889,PlayMusic,play step up your game by marc cohn,O O B-album I-album I-album I-album O B-artist I-artist,"B-album(step), I-album(up), I-album(your), I-album(game), B-artist(marc), I-artist(cohn),"
5890,PlayMusic,play pacific ocean blues by john doe on lastfm,O B-track I-track I-track O B-artist I-artist O B-service,"B-track(pacific), I-track(ocean), I-track(blues), B-artist(john), I-artist(doe), B-service(lastfm),"
5891,PlayMusic,play tomtegubben som hade snuva,O O B-track I-track I-track I-track,"B-track(tomtegubben), I-track(som), I-track(hade), I-track(snuva),"
5892,GetWeather,what is the weather in mascotte,O O O O O B-city,"B-city(mascotte),"
5893,PlayMusic,play the album alas y raíces by dave pybus,O O O B-music_item B-album I-album I-album O B-artist I-artist,"B-music_item(album), B-album(alas), I-album(y), I-album(raíces), B-artist(dave), I-artist(pybus),"
5894,GetWeather,what will the weather be like in india at 02:55:25 am,O O O O O O O O B-country O B-timeRange I-timeRange,"B-country(india), B-timeRange(02:55:25), I-timeRange(am),"
5895,PlayMusic,play sivamani,O O B-artist,"B-artist(sivamani),"
5896,GetWeather,what is the forecast for march the twelfth faraway from pine mountain state resort park,O O O O O B-timeRange I-timeRange I-timeRange B-spatial_relation O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-timeRange(march), I-timeRange(the), I-timeRange(twelfth), B-spatial_relation(faraway), B-geographic_poi(pine), I-geographic_poi(mountain), I-geographic_poi(state), I-geographic_poi(resort), I-geographic_poi(park),"
5897,PlayMusic,play bob hilliard top-twenty music,O B-artist I-artist B-sort O,"B-artist(bob), I-artist(hilliard), B-sort(top-twenty),"
5898,GetWeather,is it warm at seven am in greenland,O O O B-condition_temperature O B-timeRange I-timeRange O B-country,"B-condition_temperature(warm), B-timeRange(seven), I-timeRange(am), B-country(greenland),"
5899,GetWeather,what s the forecast for il around tea time,O O O O O B-state O B-timeRange O,"B-state(il), B-timeRange(tea),"
5900,GetWeather,what is the predicted weather for wells in indiana,O O O O O O O B-city O B-state,"B-city(wells), B-state(indiana),"
5901,PlayMusic,play 1990 tunes on groove shark,O O B-year O O B-service I-service,"B-year(1990), B-service(groove), I-service(shark),"
5902,PlayMusic,play some glenn stetson music on spotify,O O O B-artist I-artist O O B-service,"B-artist(glenn), I-artist(stetson), B-service(spotify),"
5903,GetWeather,what s the cloud forecast now for sierra leone,O O O B-condition_description O B-timeRange O B-country I-country,"B-condition_description(cloud), B-timeRange(now), B-country(sierra), I-country(leone),"
5904,GetWeather,is the forecast hot in 1 hour in leasburg,O O O B-condition_temperature B-timeRange I-timeRange I-timeRange O B-city,"B-condition_temperature(hot), B-timeRange(in), I-timeRange(1), I-timeRange(hour), B-city(leasburg),"
5905,PlayMusic,play some seventies music on netflix,O O O B-year O O B-service,"B-year(seventies), B-service(netflix),"
5906,GetWeather,will it be warm here in one hour,O O O B-condition_temperature B-current_location B-timeRange I-timeRange I-timeRange,"B-condition_temperature(warm), B-current_location(here), B-timeRange(in), I-timeRange(one), I-timeRange(hour),"
5907,PlayMusic,play me a concerto by jethro burns from zvooq,O O O B-music_item O B-artist I-artist O B-service,"B-music_item(concerto), B-artist(jethro), I-artist(burns), B-service(zvooq),"
5908,GetWeather,what will the weather be in tajikistan on dec twentieth,O O O O O O B-country O B-timeRange I-timeRange,"B-country(tajikistan), B-timeRange(dec), I-timeRange(twentieth),"
5909,GetWeather,weather at bystrzyca valley landscape park,O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-geographic_poi(bystrzyca), I-geographic_poi(valley), I-geographic_poi(landscape), I-geographic_poi(park),"
5910,GetWeather,what will the weather be like in three weeks in gates michigan,O O O O O O O B-timeRange I-timeRange I-timeRange O B-city B-state,"B-timeRange(in), I-timeRange(three), I-timeRange(weeks), B-city(gates), B-state(michigan),"
5911,GetWeather,is it going to be rainy here one second from now,O O O O O B-condition_description B-current_location B-timeRange I-timeRange I-timeRange I-timeRange,"B-condition_description(rainy), B-current_location(here), B-timeRange(one), I-timeRange(second), I-timeRange(from), I-timeRange(now),"
5912,GetWeather,what will the weather be in the current position on dec 23,O O O O O O O B-current_location I-current_location O B-timeRange I-timeRange,"B-current_location(current), I-current_location(position), B-timeRange(dec), I-timeRange(23),"
5913,PlayMusic,play the eternal by juju mob on vimeo,O B-album I-album O B-artist I-artist O B-service,"B-album(the), I-album(eternal), B-artist(juju), I-artist(mob), B-service(vimeo),"
5914,GetWeather,is it supposed to rain nearby my current location at 0 o clock,O O O O B-condition_description B-spatial_relation O B-current_location I-current_location O B-timeRange I-timeRange I-timeRange,"B-condition_description(rain), B-spatial_relation(nearby), B-current_location(current), I-current_location(location), B-timeRange(0), I-timeRange(o), I-timeRange(clock),"
5915,GetWeather,what is the pw forecast for jul 9 in robert,O O O B-state O O B-timeRange I-timeRange O B-city,"B-state(pw), B-timeRange(jul), I-timeRange(9), B-city(robert),"
5916,PlayMusic,use last fm to play artist kawabata makoto from their record,O B-service I-service O O O B-artist I-artist O O B-music_item,"B-service(last), I-service(fm), B-artist(kawabata), I-artist(makoto), B-music_item(record),"
5917,GetWeather,what s the weather close to harmar heights this afternoon,O O O O B-spatial_relation O B-city I-city O B-timeRange,"B-spatial_relation(close), B-city(harmar), I-city(heights), B-timeRange(afternoon),"
5918,PlayMusic,i want to hear the latest twenties album from kyle riabko,O O O O O B-sort B-year B-music_item O B-artist I-artist,"B-sort(latest), B-year(twenties), B-music_item(album), B-artist(kyle), I-artist(riabko),"
5919,PlayMusic,play expresión from mickey finn,O O B-album O B-artist I-artist,"B-album(expresión), B-artist(mickey), I-artist(finn),"
5920,GetWeather,what is the bethany beach forecast,O O O B-city I-city O,"B-city(bethany), I-city(beach),"
5921,PlayMusic,play deezer,O B-service,"B-service(deezer),"
5922,PlayMusic,play music from 2014,O O O O B-year,"B-year(2014),"
5923,PlayMusic,play some deezer oldies music,O O B-service B-genre O,"B-service(deezer), B-genre(oldies),"
5924,GetWeather,what is the forecasted weather for ninaview,O O O O O O B-city,"B-city(ninaview),"
5925,GetWeather,at 7 pm what will the weather be in iceland,O B-timeRange I-timeRange O O O O O O B-country,"B-timeRange(7), I-timeRange(pm), B-country(iceland),"
5926,PlayMusic,play a ladyhawke record,O O O B-artist B-music_item,"B-artist(ladyhawke), B-music_item(record),"
5927,PlayMusic,play a track by alpha blondy with deezer,O O O B-music_item O B-artist I-artist O B-service,"B-music_item(track), B-artist(alpha), I-artist(blondy), B-service(deezer),"
5928,PlayMusic,play netflix ballad by mike shinoda that is popular,O B-service B-music_item O B-artist I-artist O O B-sort,"B-service(netflix), B-music_item(ballad), B-artist(mike), I-artist(shinoda), B-sort(popular),"
5929,PlayMusic,play some paulinho da viola from 1965,O O B-artist I-artist I-artist O B-year,"B-artist(paulinho), I-artist(da), I-artist(viola), B-year(1965),"
5930,GetWeather,what is the weather like right now for fort adams,O O O O O O B-timeRange O B-city I-city,"B-timeRange(now), B-city(fort), I-city(adams),"
5931,PlayMusic,play music which has humour on youtube,O O O O O B-genre O B-service,"B-genre(humour), B-service(youtube),"
5932,GetWeather,what s the weather forecast for belknap,O O O O O O B-city,"B-city(belknap),"
5933,PlayMusic,play some eighties by amirbai karnataki,O O B-year O B-artist I-artist,"B-year(eighties), B-artist(amirbai), I-artist(karnataki),"
5934,GetWeather,will it be colder in ohio,O O O B-condition_temperature O B-state,"B-condition_temperature(colder), B-state(ohio),"
5935,PlayMusic,i want to hear some boris grebenchtchikov on zvooq,O O O O O O B-artist I-artist O B-service,"B-artist(boris), I-artist(grebenchtchikov), B-service(zvooq),"
5936,GetWeather,will there be a blizzard at a 4 am in sky valley,O O O O B-condition_description O O B-timeRange I-timeRange O B-city I-city,"B-condition_description(blizzard), B-timeRange(4), I-timeRange(am), B-city(sky), I-city(valley),"
5937,GetWeather,what is the weather looking like right now in wy,O O O O O O O B-timeRange O B-state,"B-timeRange(now), B-state(wy),"
5938,GetWeather,what s the weather in stone mountain kentucky,O O O O O B-city I-city B-state,"B-city(stone), I-city(mountain), B-state(kentucky),"
5939,PlayMusic,play lil hardin armstrong from itunes,O B-artist I-artist I-artist O B-service,"B-artist(lil), I-artist(hardin), I-artist(armstrong), B-service(itunes),"
5940,PlayMusic,play the album remember shakti – the believer,O O B-music_item B-album I-album I-album I-album I-album,"B-music_item(album), B-album(remember), I-album(shakti), I-album(–), I-album(the), I-album(believer),"
5941,PlayMusic,play some house music,O O B-genre O,"B-genre(house),"
5942,PlayMusic,play anweshaa by the new first,O B-artist O O B-sort O,"B-artist(anweshaa), B-sort(new),"
5943,PlayMusic,i want to hear music on my slacker app,O O O O O O O B-service O,"B-service(slacker),"
5944,GetWeather,will it be freezing in poland on july 5 2032,O O O O B-condition_temperature O B-country O B-timeRange I-timeRange I-timeRange,"B-condition_temperature(freezing), B-country(poland), B-timeRange(july), I-timeRange(5), I-timeRange(2032),"
5945,PlayMusic,can you play a sammy fain ep,O O O O O B-artist I-artist B-music_item,"B-artist(sammy), I-artist(fain), B-music_item(ep),"
5946,GetWeather,how warm is it in darnestown,O B-condition_temperature O O O B-city,"B-condition_temperature(warm), B-city(darnestown),"
5947,GetWeather,is it supposed to get colder here on 12/28/2019,O O O O O O B-condition_temperature B-current_location O B-timeRange,"B-condition_temperature(colder), B-current_location(here), B-timeRange(12/28/2019),"
5948,PlayMusic,play some oleg anofriyev from 1960,O O B-artist I-artist O B-year,"B-artist(oleg), I-artist(anofriyev), B-year(1960),"
5949,PlayMusic,play grabsteinland i by doctor fink on slacker radio,O B-album I-album O B-artist I-artist O B-service O,"B-album(grabsteinland), I-album(i), B-artist(doctor), I-artist(fink), B-service(slacker),"
5950,GetWeather,give me the weather forecast for zambia,O O O O O O B-country,"B-country(zambia),"
5951,PlayMusic,play me the most popular peja song on slacker,O O O O B-sort I-sort B-artist B-music_item O B-service,"B-sort(most), I-sort(popular), B-artist(peja), B-music_item(song), B-service(slacker),"
5952,PlayMusic,play techno on lastfm,O B-genre O B-service,"B-genre(techno), B-service(lastfm),"
5953,PlayMusic,play some showtunes music,O O B-genre O,"B-genre(showtunes),"
5954,GetWeather,is it hot in gold beach bahrain,O O B-condition_temperature O B-city I-city B-country,"B-condition_temperature(hot), B-city(gold), I-city(beach), B-country(bahrain),"
5955,GetWeather,forecast in layhigh,O O B-city,"B-city(layhigh),"
5956,GetWeather,how is the weather going to be this week in roseau ia,O O O O O O O B-timeRange I-timeRange O B-city B-state,"B-timeRange(this), I-timeRange(week), B-city(roseau), B-state(ia),"
5957,GetWeather,is there any hail in monterey bay national marine sanctuary,O O O B-condition_description O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_description(hail), B-geographic_poi(monterey), I-geographic_poi(bay), I-geographic_poi(national), I-geographic_poi(marine), I-geographic_poi(sanctuary),"
5958,PlayMusic,play some contemporary christian on groove shark,O O B-genre I-genre O B-service I-service,"B-genre(contemporary), I-genre(christian), B-service(groove), I-service(shark),"
5959,GetWeather,how hot is it in pesotum,O B-condition_temperature O O O B-city,"B-condition_temperature(hot), B-city(pesotum),"
5960,GetWeather,can you tell me the weather forecast for denmark,O O O O O O O O O B-city,"B-city(denmark),"
5961,GetWeather,will it be colder in cut ma tomorrow,O O O B-condition_temperature O B-city B-state B-timeRange,"B-condition_temperature(colder), B-city(cut), B-state(ma), B-timeRange(tomorrow),"
5962,PlayMusic,play 2006 chant music,O B-year B-music_item O,"B-year(2006), B-music_item(chant),"
5963,PlayMusic,play sivamani,O O B-artist,"B-artist(sivamani),"
5964,GetWeather,what s the weather forecast for north wolcott alabama on october 12 2032,O O O O O O B-city I-city B-state O B-timeRange I-timeRange I-timeRange,"B-city(north), I-city(wolcott), B-state(alabama), B-timeRange(october), I-timeRange(12), I-timeRange(2032),"
5965,PlayMusic,play the late night jazz soundtrack on zvooq,O O B-playlist I-playlist I-playlist B-music_item O B-service,"B-playlist(late), I-playlist(night), I-playlist(jazz), B-music_item(soundtrack), B-service(zvooq),"
5966,PlayMusic,play dj ozma top songs,O B-artist I-artist B-sort O,"B-artist(dj), I-artist(ozma), B-sort(top),"
5967,GetWeather,what s the weather looking like right now in croatia,O O O O O O O B-timeRange O B-country,"B-timeRange(now), B-country(croatia),"
5968,PlayMusic,play music from 2005 by justin broadrick,O O O O B-year O B-artist I-artist,"B-year(2005), B-artist(justin), I-artist(broadrick),"
5969,PlayMusic,play music from the twenties,O O O O B-year,"B-year(twenties),"
5970,GetWeather,will it hail in rush valley denmark on 6/21/2035,O O B-condition_description O B-city I-city B-country O B-timeRange,"B-condition_description(hail), B-city(rush), I-city(valley), B-country(denmark), B-timeRange(6/21/2035),"
5971,GetWeather,what s the weather close to cambodia at 05:44:13,O O O O B-spatial_relation O B-country O B-timeRange,"B-spatial_relation(close), B-country(cambodia), B-timeRange(05:44:13),"
5972,PlayMusic,play some gangsta music,O O B-genre O,"B-genre(gangsta),"
5973,GetWeather,what is the colder forecast for nationaal park bidoup núi bà in a week,O O O O B-condition_temperature O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi B-timeRange I-timeRange I-timeRange,"B-condition_temperature(colder), B-geographic_poi(nationaal), I-geographic_poi(park), I-geographic_poi(bidoup), I-geographic_poi(núi), I-geographic_poi(bà), B-timeRange(in), I-timeRange(a), I-timeRange(week),"
5974,GetWeather,will it get cold in nationalpark mu ko phetra,O O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_temperature(cold), B-geographic_poi(nationalpark), I-geographic_poi(mu), I-geographic_poi(ko), I-geographic_poi(phetra),"
5975,GetWeather,i need to know the weather at the queen elizabeth national park,O O O O O O O O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-geographic_poi(queen), I-geographic_poi(elizabeth), I-geographic_poi(national), I-geographic_poi(park),"
5976,GetWeather,check the weather forecast for pineridge,O O O O O B-city,"B-city(pineridge),"
5977,PlayMusic,play michael angelo batio,O B-artist I-artist I-artist,"B-artist(michael), I-artist(angelo), I-artist(batio),"
5978,PlayMusic,play robin hood and the bishop of hereford by jon mayer,O O B-track I-track I-track I-track I-track I-track I-track O B-artist I-artist,"B-track(robin), I-track(hood), I-track(and), I-track(the), I-track(bishop), I-track(of), I-track(hereford), B-artist(jon), I-artist(mayer),"
5979,PlayMusic,play 2011 music,O B-year O,"B-year(2011),"
5980,PlayMusic,play one good reason by tommy flanagan on itunes,O B-track I-track I-track O B-artist I-artist O B-service,"B-track(one), I-track(good), I-track(reason), B-artist(tommy), I-artist(flanagan), B-service(itunes),"
5981,GetWeather,book me a restaurant in aransas pass in seventeen hours,O O O O O B-city I-city B-timeRange I-timeRange I-timeRange,"B-city(aransas), I-city(pass), B-timeRange(in), I-timeRange(seventeen), I-timeRange(hours),"
5982,PlayMusic,play me something from the thirties by candi staton on vimeo,O O O O O O B-year O B-artist I-artist O B-service,"B-year(thirties), B-artist(candi), I-artist(staton), B-service(vimeo),"
5983,PlayMusic,please play different slanguages by fred labour,O O O B-album I-album O B-artist I-artist,"B-album(different), I-album(slanguages), B-artist(fred), I-artist(labour),"
5984,GetWeather,what s the weather going to be like in mi on august twenty-eighth 2033,O O O O O O O O O B-state O B-timeRange I-timeRange I-timeRange,"B-state(mi), B-timeRange(august), I-timeRange(twenty-eighth), I-timeRange(2033),"
5985,GetWeather,is there going to be any snowfall today in lebanon,O O O O O O O B-condition_description B-timeRange O B-country,"B-condition_description(snowfall), B-timeRange(today), B-country(lebanon),"
5986,GetWeather,tell me if it will be hot on jun the 10th in san de fuca sweden,O O O O O O O B-condition_temperature O B-timeRange I-timeRange I-timeRange O B-city I-city I-city B-country,"B-condition_temperature(hot), B-timeRange(jun), I-timeRange(the), I-timeRange(10th), B-city(san), I-city(de), I-city(fuca), B-country(sweden),"
5987,PlayMusic,play chant from the nineties with last fm,O B-music_item O O B-year O B-service I-service,"B-music_item(chant), B-year(nineties), B-service(last), I-service(fm),"
5988,GetWeather,will it get hotter in zenith ct,O O O B-condition_temperature O B-city B-state,"B-condition_temperature(hotter), B-city(zenith), B-state(ct),"
5989,GetWeather,will it be colder in holladay saint kitts and nevis,O O O B-condition_temperature O B-city B-country I-country I-country I-country,"B-condition_temperature(colder), B-city(holladay), B-country(saint), I-country(kitts), I-country(and), I-country(nevis),"
5990,GetWeather,what s the weather like around laos,O O O O O O B-spatial_relation B-country,"B-spatial_relation(around), B-country(laos),"
5991,PlayMusic,play the cross and the crucible by angela au man sze on google music,O B-album I-album I-album I-album I-album O B-artist I-artist I-artist I-artist O B-service I-service,"B-album(the), I-album(cross), I-album(and), I-album(the), I-album(crucible), B-artist(angela), I-artist(au), I-artist(man), I-artist(sze), B-service(google), I-service(music),"
5992,GetWeather,what s the weather like in boca raton ia,O O O O O O B-city I-city B-state,"B-city(boca), I-city(raton), B-state(ia),"
5993,GetWeather,what is the six o clock forecast for west selmont in montserrat,O O O O B-timeRange I-timeRange I-timeRange O O B-city I-city O B-country,"B-timeRange(six), I-timeRange(o), I-timeRange(clock), B-city(west), I-city(selmont), B-country(montserrat),"
5994,PlayMusic,play elkie brooks seventies sound track,O B-artist I-artist B-year B-music_item I-music_item,"B-artist(elkie), I-artist(brooks), B-year(seventies), B-music_item(sound), I-music_item(track),"
5995,GetWeather,will it get chillier in 2 seconds in republic of the congo,O O O O B-condition_temperature B-timeRange I-timeRange I-timeRange O B-country I-country I-country I-country,"B-condition_temperature(chillier), B-timeRange(in), I-timeRange(2), I-timeRange(seconds), B-country(republic), I-country(of), I-country(the), I-country(congo),"
5996,GetWeather,what will the weather be in albania at 11:56,O O O O O O B-country O B-timeRange,"B-country(albania), B-timeRange(11:56),"
5997,PlayMusic,play the top fifty soundtrack from the twenties,O O B-sort I-sort B-music_item O O B-year,"B-sort(top), I-sort(fifty), B-music_item(soundtrack), B-year(twenties),"
5998,GetWeather,what is the weather forecast nearby sc,O O O O O B-spatial_relation B-state,"B-spatial_relation(nearby), B-state(sc),"
5999,GetWeather,what is the forecast for swain,O O O O O B-city,"B-city(swain),"
6000,PlayMusic,i need to hear a thirties soundtrack,O O O O O B-year B-music_item,"B-year(thirties), B-music_item(soundtrack),"
6001,GetWeather,forecast for wisconsin at 10 pm,O O B-state O B-timeRange I-timeRange,"B-state(wisconsin), B-timeRange(10), I-timeRange(pm),"
6002,GetWeather,will it be warmer in amnicon falls state park,O O O B-condition_temperature O B-geographic_poi I-geographic_poi I-geographic_poi I-geographic_poi,"B-condition_temperature(warmer), B-geographic_poi(amnicon), I-geographic_poi(falls), I-geographic_poi(state), I-geographic_poi(park),"
6003,PlayMusic,play miguelito top charting album,O B-artist B-sort O B-music_item,"B-artist(miguelito), B-sort(top), B-music_item(album),"
6004,GetWeather,what is the weather forecast for moffett,O O O O O O B-city,"B-city(moffett),"
6005,PlayMusic,play music by vybz kartel,O O O B-artist I-artist,"B-artist(vybz), I-artist(kartel),"
