,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
14129,play while the gate is open,0,0,6,27,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,1,1,2,0,0,PlayMusic
14130,let Seyla know that there are storms in Tampa so she may be delayed in driving down from Atlanta,0,0,19,96,0,0,0,0,0,0,0,0,1,10,1,0,2,0,0,0,0,2,6,0,4,0,0,SEND_MESSAGE
14131,will it be warm in jenners panama on august the sixteenth,0,0,11,57,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,0,0,3,0,2,0,0,GetWeather
14132,play some 1970 antero manninen on zvooq,0,0,7,39,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
14133,what is the weather going to be like in flint hill in 9 years,0,0,14,61,0,0,0,1,0,0,0,0,1,7,0,0,1,1,0,2,0,0,3,0,4,1,1,GetWeather
14134,Message Archie asking when he will be home for dinner tonight,0,0,11,61,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,2,0,5,0,1,SEND_MESSAGE
14135,what is the weather forecast in six weeks in la,0,0,10,47,0,0,0,1,0,0,0,0,1,5,0,0,1,1,0,2,0,0,1,0,4,0,0,GetWeather
14136,play a sound track by mac dre,0,0,7,29,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,4,0,0,PlayMusic
14137,play me the last 1980 record by brenda kahn,0,0,9,43,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,3,0,0,PlayMusic
14138,Reach out to June and let her know our local library is having a book sale next week.,0,0,18,85,0,0,0,0,0,0,0,0,1,8,0,0,0,2,0,0,0,2,5,2,5,0,0,SEND_MESSAGE
14139,"Message Mom and tell her my plane what will be at least 2 hours late flying into Austin, TX .",0,0,20,93,0,0,0,1,0,0,0,0,0,8,0,0,2,0,0,0,0,1,4,2,6,1,2,SEND_MESSAGE
14140,play songs by sammy fain,0,0,5,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0,0,PlayMusic
14141,who's got the best record in nfl football,0,0,8,41,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,1,3,0,0,SEARCH
14142,is there a blizzard coming to el verano,0,0,8,39,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,3,0,2,0,0,GetWeather
14143,who starred in the falcon and the snowman,0,0,8,41,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,1,0,2,0,0,SEARCH
14144,who has the constitutional power to regulate interstate commerce,0,0,9,64,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,2,2,2,0,0,SEARCH
14145,i want to listen to an album sorted by last open google music and play paulinho da viola,0,0,18,88,0,0,0,0,0,0,0,0,0,6,1,0,0,0,5,0,0,0,4,2,7,0,0,PlayMusic
14146,Let’s make a video message for Sarah.,0,0,7,37,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,3,0,1,SEND_MESSAGE
14147,play soundtrack by armand van helden,0,0,6,36,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,0,0,PlayMusic
14148,i want to hear some freestyle music,0,0,7,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,2,1,2,0,0,PlayMusic
14149,will there be rain today in greece,0,0,7,34,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,1,1,3,0,0,GetWeather
14150,Ask Lucy if the accident has been cleared up on her street before we leave our house,0,0,17,84,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,1,4,0,5,0,0,SEND_MESSAGE
14151,tell me if it ll be chilly 1 second from now here,0,0,12,49,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,3,4,0,1,1,GetWeather
14152,where was mission impossible fallout filmed in india,0,0,8,52,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,1,3,0,0,SEARCH
14153,who kills barry's mom in the flash,0,0,7,34,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,0,3,0,0,SEARCH
14154,Send Penny a message that I will attend field trip to Ivy Green on July 7.,0,0,16,74,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,8,0,1,SEND_MESSAGE
14155,play llegando a casa playlist,0,0,5,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,1,2,0,0,PlayMusic
14156,Text Andrea and tell her the party starts at 7,0,0,10,46,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,3,1,1,SEND_MESSAGE
14157,read messages on phone,0,0,4,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,GET_MESSAGE
14158,what s the weather here,0,0,5,23,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,0,0,GetWeather
14159,what will the weather be in catahoula national wildlife refuge,0,0,10,62,0,0,0,1,0,0,0,0,0,5,0,1,0,0,0,2,0,0,1,2,3,0,0,GetWeather
14160,who voices luann on king of the hill,0,0,8,36,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
14161,Let me see video messages in SnapChat,0,0,7,37,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,0,2,GET_MESSAGE
14162,Send message to peter asking what time the hockey game for tonight starts,0,0,13,73,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,2,5,0,1,SEND_MESSAGE
14163,what does it feel like in alloway,0,0,7,33,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,1,0,0,GetWeather
14164,what s the weather faraway from here on sep the fifteenth,0,0,11,57,0,0,0,1,0,0,0,0,1,7,0,0,0,1,0,1,0,0,1,1,3,0,0,GetWeather
14165,who started the state of the union address,0,0,8,42,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,1,0,3,0,0,SEARCH
14166,play a tune by andrew findon,0,0,6,28,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,2,0,0,PlayMusic
14167,play me a song from movies for the blind on pandora,0,0,11,51,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,1,0,4,0,0,PlayMusic
14168,when was story of the snowman first published,0,0,8,45,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,1,2,0,0,SEARCH
14169,Send a message to Yolanda about the soccer game on Friday being cancelled.,0,0,13,74,0,0,0,0,0,0,0,0,0,6,1,1,0,1,0,0,0,0,4,0,4,0,1,SEND_MESSAGE
14170,Message my brother and ask him what day he is planning on going to the air show this week?,0,1,19,90,1,0,0,1,0,0,0,0,1,10,0,0,0,1,0,0,1,1,4,0,6,1,2,SEND_MESSAGE
14171,is it hot in zephyrhills,0,0,5,24,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,1,1,0,0,GetWeather
14172,Message Carry to find out if she is participating in the Wellness Walk on Sunday,0,0,15,80,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,0,0,0,3,0,5,0,1,SEND_MESSAGE
14173,send message to Kareena and Mandee the party is at my house on July 7th at 8 pm,0,0,18,79,0,0,0,0,0,0,0,0,1,8,1,1,0,1,0,1,0,3,1,1,7,0,1,SEND_MESSAGE
14174,what s the weather forecast for neighboring delft national park on aug the 8th 2028,0,0,15,83,0,0,0,1,0,0,0,0,1,6,0,0,0,1,0,4,0,0,2,2,3,0,0,GetWeather
14175,Can you display my new messages?,0,1,6,32,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,1,0,1,GET_MESSAGE
14176,play 2gether by jade puget,0,0,5,26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,PlayMusic
14177,play fifties music,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,PlayMusic
14178,play lukasz gottwald album on zvooq,0,0,6,35,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,5,0,0,PlayMusic
14179,is the forecast stormy this afternoon in maryland,0,0,8,49,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,0,4,0,0,GetWeather
14180,india participated olympic hockey for the first time,0,0,8,52,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,2,3,0,0,SEARCH
14181,what will the weather be in meeres-nationalpark insel bastimentos at twelve pm,0,0,12,78,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,2,0,0,1,1,5,0,0,GetWeather
14182,Message James and ask him if he has my water bottle,0,0,11,51,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,2,0,4,0,1,SEND_MESSAGE
14183,Get me the last text from Alex Brian and Chang thread,0,0,11,53,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,2,1,4,0,0,GET_MESSAGE
14184,play the album axum,0,0,4,19,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,2,0,0,PlayMusic
14185,the cast of don't tell mom the babysitter's dead,0,0,9,48,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,3,2,2,1,1,SEARCH
14186,what is the movie about six degrees of separation,0,0,9,49,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
14187,Message Deanna to remind her the concert is at 6pm.,0,0,10,51,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,2,0,3,0,1,SEND_MESSAGE
14188,play the greatest 1972 album by wes dakus,0,0,8,41,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,1,1,3,0,0,PlayMusic
14189,play a top 50 tune from the twenties by willi williams,0,0,11,54,0,0,0,0,0,0,0,0,0,4,1,0,0,1,3,0,0,0,1,2,3,0,0,PlayMusic
14190,Send a text to Gladys and ask how her hand is doing.,0,0,12,52,1,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,1,4,0,3,0,0,SEND_MESSAGE
14191,Show me new messages from the personal finance thread,0,0,9,53,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,2,3,0,1,GET_MESSAGE
14192,Message Kyle asking him what he's doing tomorrow.,0,0,8,49,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,3,0,3,0,1,SEND_MESSAGE
14193,Please show me my iMessages from this morning.,0,0,8,46,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,0,3,0,1,GET_MESSAGE
14194,play something from 1971 by john bonham,0,0,7,39,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,4,0,0,PlayMusic
14195,what is the weather in hadar,0,0,6,28,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,1,0,2,0,0,GetWeather
14196,when did civil war start in sri lanka,0,0,8,37,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,1,4,0,0,SEARCH
14197,who won three stanley cups in a row,0,0,8,35,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
14198,who won the champions league final in 2016,0,0,8,42,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,2,1,1,0,0,SEARCH
14199,Send a message to my sister that I found her book that she left at my house.,0,0,17,76,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,4,0,1,SEND_MESSAGE
14200,play the last niney the observer song,0,0,7,37,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,3,0,0,PlayMusic
14201,how s the weather going to be on jul 2 in whiteside,0,0,12,51,1,0,0,0,0,0,0,0,1,7,0,1,0,0,0,1,0,0,3,1,2,1,1,GetWeather
14202,who plays gram on the young and the restless,0,0,9,44,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,1,2,0,0,SEARCH
14203,play some alte kameraden music,0,0,5,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,2,1,0,0,PlayMusic
14204,use deezer service to play opera,0,0,6,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,0,0,PlayMusic
14205,where is hadrian's wall on a map,0,0,7,32,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,1,2,0,0,SEARCH
14206,message Fran to bring her hat and sunscreen it is going to be hot hot hot,0,0,16,73,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,3,0,0,5,3,3,1,2,SEND_MESSAGE
14207,what is katie running from in safe haven,0,0,8,40,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,2,2,1,0,0,SEARCH
14208,play el cant dels ocells by vini lopez,0,0,8,38,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,7,0,0,PlayMusic
14209,Message saying that I am running late,0,0,7,37,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,1,1,0,1,SEND_MESSAGE
14210,i want to hear secrets on parade from tommy walter,0,0,10,50,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,2,0,5,0,0,PlayMusic
14211,what is the source of information for account receivables,0,0,9,57,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
14212,ask Brian and Ronnie if they are on there way,0,0,10,45,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,1,1,0,4,0,0,SEND_MESSAGE
14213,when is the fourth movie of the divergent series coming out,0,0,11,59,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
14214,is it hot in the current location,0,0,7,33,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,2,1,0,0,GetWeather
14215,what is the meaning of the dragon boat festival,0,0,9,47,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
14216,Show me all messages,0,0,4,20,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,GET_MESSAGE
14217,what s the humidity right now in aguila,0,0,8,39,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,2,2,0,0,GetWeather
14218,what is the forecasted weather for ninaview,0,0,7,43,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,1,2,0,0,GetWeather
14219,play me the most popular peja song on slacker,0,0,9,45,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,1,2,3,0,0,PlayMusic
14220,how humid is it in paducah,0,0,6,26,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,2,0,0,GetWeather
14221,when do meredith and derek get back together in season 2,0,0,11,56,0,1,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,2,2,3,0,0,SEARCH
14222,what is known as supreme law of country,0,0,8,39,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,2,1,2,0,0,SEARCH
14223,when was the statue of liberty in france built,0,0,9,46,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,4,0,0,SEARCH
14224,when did sweet caroline start at red sox games,0,0,9,46,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,2,2,3,0,0,SEARCH
14225,"Send Joyce a message and tell her we will be visiting her this summer, so the kids can see her.",0,0,20,95,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,5,0,5,1,3,SEND_MESSAGE
14226,will there be fog not far from mexico on apr 27,0,0,11,47,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,2,4,1,0,0,GetWeather
14227,where did the peanut butter jelly time song come from,0,0,10,53,0,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,1,2,4,0,0,SEARCH
14228,what does pdt stand for in time zones,0,0,8,37,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,1,2,0,0,SEARCH
14229,play a song by fats waller,0,0,6,26,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,2,0,0,PlayMusic
14230,when do cece and schmidt move into their house,0,0,9,46,0,1,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,2,1,2,0,0,SEARCH
14231,tell me the weather forecast for here,0,0,7,37,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,1,1,2,1,1,GetWeather
14232,play some indie music on spotify,0,0,6,32,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,1,1,2,0,0,PlayMusic
14233,who sings i wanna rock'n'roll all night,0,0,7,39,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,2,0,0,SEARCH
14234,play a tune by andrew findon,0,0,6,28,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,1,2,0,0,PlayMusic
14235,Tell my wife that I have booked the spa date for us on Saturday at 10 am.,0,0,17,73,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,4,0,4,1,1,SEND_MESSAGE
14236,let me hear the rave tapes album from yuki koyanagi,0,0,10,51,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,3,0,4,0,0,PlayMusic
14237,play some music by beverley martyn,0,0,6,34,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
14238,"Message Michelle, asking if she's coming to Addysen's birthday.",0,0,9,63,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,4,0,4,0,1,SEND_MESSAGE
14239,in 1 week is there going to be a depression in washington,0,0,12,57,0,0,0,0,0,0,0,0,1,7,0,0,1,1,0,2,0,0,3,1,3,1,1,GetWeather
14240,can you play maggie mae on netflix,0,0,7,34,0,0,0,0,0,0,0,0,0,3,1,1,0,0,2,0,0,0,2,0,1,0,0,PlayMusic
14241,please play playlist todo reggaeton,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,PlayMusic
14242,Has the daycare messaged this week?,0,1,6,35,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0,2,0,1,GET_MESSAGE
14243,Message Z and ask where he put my sunglasses,0,0,9,44,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,3,0,1,SEND_MESSAGE
14244,who sang take a ribbon from my hair,0,0,8,35,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,2,0,2,0,0,SEARCH
14245,Would you message Seth and tell him I got us tickets to the 6:30 showing of Joy Koy next Wed. at the Comedy Club?,0,1,24,113,1,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,3,1,8,1,2,SEND_MESSAGE
14246,play me the last 1980 record by brenda kahn,0,0,9,43,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,3,0,0,PlayMusic
14247,what will the weather be in croatia,0,0,7,35,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,2,0,0,GetWeather
14248,guardians of the galaxy blue guy in prison,0,0,8,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,4,0,0,SEARCH
14249,tell me the weather forecast for june seventeenth 2034 in fl,0,0,11,60,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,2,0,0,1,1,4,1,1,GetWeather
14250,Message Chad that I won't make it today.,0,0,8,40,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,2,1,2,0,1,SEND_MESSAGE
14251,who won the oscar for best picture in 1976,0,0,9,42,0,0,0,0,0,0,0,1,0,5,1,0,0,1,0,0,0,0,1,1,2,0,0,SEARCH
14252,Show new texts from band thread,0,0,6,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,4,0,0,GET_MESSAGE
14253,Send message to Darrell that I will meet him at the 5k near the park.,0,0,15,69,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,1,1,3,0,1,SEND_MESSAGE
14254,Tell Donald to meet me at the cafe across the street in a message,0,0,14,65,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,1,1,4,1,2,SEND_MESSAGE
14255,would you send a video message,0,0,6,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,1,SEND_MESSAGE
14256,message my dad that we're meeting for dinner at 7pm tonight at Carpinos,0,0,13,71,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,2,0,5,0,1,SEND_MESSAGE
14257,who said one man's vulgarity is another's lyric,0,0,8,47,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,0,2,1,2,0,0,SEARCH
14258,what s the forecast for pipe spring national monument,0,0,9,53,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,2,0,0,1,2,3,0,0,GetWeather
14259,find me chats please,0,0,4,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,GET_MESSAGE
14260,who has the most restaurants in the world,0,0,8,41,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,1,0,1,1,2,0,0,SEARCH
14261,what s the weather at eleven pm in craig mountain wildlife management area,0,0,13,74,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,3,0,0,1,2,6,0,0,GetWeather
14262,will there be a blizzard in woodmere,0,0,7,36,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,1,2,0,0,GetWeather
14263,who discovered the true source of the nile,0,0,8,42,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,2,0,0,SEARCH
14264,play ray davies on iheart by only hit it again,0,0,10,46,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,1,2,4,0,0,PlayMusic
14265,play music by country dick montana,0,0,6,34,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,5,0,0,PlayMusic
14266,who was the killer in the movie i know what you did last summer,0,0,14,63,0,0,0,1,0,0,0,1,0,9,0,0,0,1,0,0,0,1,3,1,4,0,0,SEARCH
14267,retrieve my chats please,0,0,4,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,GET_MESSAGE
14268,play an album from the fourties new first,0,0,8,41,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,1,2,2,0,0,PlayMusic
14269,play used to love her by dara,0,0,7,29,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,0,2,0,0,PlayMusic
14270,what is the forecast for orienta for hotter weather,0,0,9,51,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,2,0,0,1,0,4,0,0,GetWeather
14271,what will the weather be like in the bahamas eleven years and a half from now,0,0,16,77,0,0,0,1,0,0,0,0,0,10,0,0,1,1,0,2,0,0,1,2,4,0,0,GetWeather
14272,where was it happened at the world fair filmed,0,0,9,46,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,3,0,2,0,0,SEARCH
14273,Show me unread chats in Skype,0,0,6,29,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,2,0,0,GET_MESSAGE
14274,play the track titled faget,0,0,5,27,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,2,0,0,PlayMusic
14275,when did the revolution begin in the united states,0,0,9,50,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,1,3,0,0,SEARCH
14276,Send a message to Lewis that I will be there tomorrow at 6.,0,0,13,59,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,1,2,1,3,0,1,SEND_MESSAGE
14277,weather for south williamsport,0,0,4,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,GetWeather
14278,MESSAGE TOMMY AND LET HIM KNOW THE THEATER IS NOW SHOWING THE MOVIE HE WANTS TO SEE.,0,0,17,84,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16,0,2,SEND_MESSAGE
14279,play these four walls by yummy bingham,0,0,7,38,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,3,0,0,PlayMusic
14280,when did electricity become available to the public,0,0,8,51,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
14281,"Text Michelle, LMFAO, I thought for sure you were going to freeze, you did great though!",1,0,16,88,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,8,2,3,1,1,SEND_MESSAGE
14282,play good classified songs on vimeo,0,0,6,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,3,0,0,PlayMusic
14283,can you play a top song from a chyi chin concerto,0,0,11,49,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,1,1,4,0,0,PlayMusic
14284,display chat requests please,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,GET_MESSAGE
14285,tell me the forecast for breakfast at miller s cove,0,0,10,51,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,1,0,5,1,1,GetWeather
14286,who's playing in the mac championship game,0,0,7,42,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
14287,play music by ryan malcolm from sympathy for the devil on pandora,0,0,12,65,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,1,6,0,0,PlayMusic
14288,who makes the important government decisions in an autocracy,0,0,9,60,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
14289,view my chat requests,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,GET_MESSAGE
14290,Do I have anything from Julia?,0,1,6,30,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,2,0,0,GET_MESSAGE
14291,Message Shana that the church potluck will be at 1 at the church,0,0,13,64,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,1,0,5,0,1,SEND_MESSAGE
14292,can you display chats please,0,0,5,28,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,GET_MESSAGE
14293,what is the forecast for freezing weather here,0,0,8,46,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,2,1,2,0,0,GetWeather
14294,ask Simbad if he will be helping out at the pets for vets event in on august 3,0,0,18,78,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1,2,1,5,0,0,SEND_MESSAGE
14295,message kathy that my arrival time is 6 a.m. on the 22nd,0,0,12,56,0,0,0,0,0,0,0,0,1,5,1,0,0,1,0,0,0,1,1,1,4,0,1,SEND_MESSAGE
14296,Message my brother and tell him I'm going to the basketball game today,0,0,13,70,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,3,0,5,2,3,SEND_MESSAGE
14297,play anweshaa by the new first,0,0,6,30,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,2,2,0,0,PlayMusic
14298,Ask Marcus what time he will reach my current location.,0,0,10,55,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,1,1,1,4,0,0,SEND_MESSAGE
14299,play some acapella music on iheart,0,0,6,34,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,3,0,0,PlayMusic
