index,query,ExclamationMark,QuestionMark,countWords,countChars,how,when,where,what,whose,which,why,who,count am-is-are,count stop words,PERSON,ORG,GPE,DATE,count music common,count weather common,count get common,count send common,VRB,ADJ,NON,common_t_g,common_s_p_m_t,output
14568,i need to hear the new kevin fowler album,0,0,9,41,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,2,1,4,0,0,PlayMusic
14569,listen to ballad songs from 1999,0,0,6,32,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,2,0,0,PlayMusic
14570,i d like to listen to diana vickers best tune from the twenties,0,0,13,63,0,0,0,0,0,0,0,0,0,6,1,0,0,1,2,1,0,0,3,2,3,0,0,PlayMusic
14571,open the second adventure album by hans nilsson,0,0,8,47,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,1,2,3,0,0,PlayMusic
14572,what time period is a league of their own,0,0,9,41,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,1,1,1,3,0,0,SEARCH
14573,will be warm in hallwood kosovo,0,0,6,31,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,1,2,0,0,GetWeather
14574,what s the weather in germantown hills,0,0,7,38,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,1,2,0,0,GetWeather
14575,what is the multiplication sign on the computer,0,0,8,47,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
14576,who did the central powers defeat on the eastern front before concentrating back on france,0,0,15,90,0,0,0,0,0,0,0,1,0,7,0,0,1,0,0,0,0,0,3,3,3,0,0,SEARCH
14577,i want to hear rock bottom by playa fly on slacker,0,0,11,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,6,0,0,PlayMusic
14578,Ask Morris if he is going  to the concert on Friday.,0,0,12,52,0,0,0,0,0,0,0,0,1,6,1,0,0,1,0,0,0,0,2,0,4,1,1,SEND_MESSAGE
14579,what is the weather like in detroit lakes,0,0,8,41,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,1,2,0,0,GetWeather
14580,Message my husband and tell him that we will be dining with Johnny and Jamie on 10th Avenue Bobby Ray's Cook-Out place,0,0,22,118,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,3,1,8,1,2,SEND_MESSAGE
14581,view chats,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,GET_MESSAGE
14582,when did bird is the word come out,0,0,8,34,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,0,2,0,0,SEARCH
14583,Send a message to Josh to remind him that he is on the schedule to play piano in church this Sunday.,0,0,21,100,0,0,0,0,0,0,0,0,1,12,1,0,0,1,1,0,0,0,4,0,6,0,1,SEND_MESSAGE
14584,who's the model on let's make a deal,0,0,8,36,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
14585,Ask Jennifer to bring more ice when she comes.,0,0,9,46,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,2,1,3,0,0,SEND_MESSAGE
14586,Text Jacquie and tell her I am sorry her father died and she is in my prayers.,0,0,17,78,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,0,0,4,1,4,1,1,SEND_MESSAGE
14587,what season of top chef did richard win,0,0,8,39,0,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,2,1,3,0,0,SEARCH
14588,dragon ball z budokai tenkaichi 3 how many characters,0,0,9,53,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,0,SEARCH
14589,get me chat requests now,0,0,5,24,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,1,0,0,GET_MESSAGE
14590,who played solomon in little house on the prairie,0,0,9,49,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,1,3,0,0,SEARCH
14591,play classic rock on groove shark,0,0,6,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,4,0,0,PlayMusic
14592,play me a bluegrass song,0,0,5,24,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,2,0,0,PlayMusic
14593,what is the forecast starting on 5/17/2037 for austria for warmer temps,0,0,12,71,0,0,0,1,0,0,0,0,1,6,0,0,1,1,0,1,0,0,2,0,4,0,0,GetWeather
14594,retrieve my chats,0,0,3,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,GET_MESSAGE
14595,Read me all the new texts from wife.,0,0,8,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,1,2,0,0,GET_MESSAGE
14596,who scored fastest 10000 runs in test cricket,0,0,8,45,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
14597,play the newest ballad from chad urmston,0,0,7,40,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,1,2,0,0,PlayMusic
14598,who was the successful commanding general of the northern forces in the civil war,0,0,14,81,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,2,3,3,0,0,SEARCH
14599,Please text John and tell him I am still laughing about what happened today.,0,0,14,76,0,0,0,1,0,0,0,0,1,5,1,0,0,1,0,0,0,0,4,1,4,1,1,SEND_MESSAGE
14600,play bra vibrationer by dean,0,0,5,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,0,0,PlayMusic
14601,which country has the most coastline in the world,0,0,9,49,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,1,2,2,0,0,SEARCH
14602,there is fog weather in grand lake nebraska,0,0,8,43,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,0,0,1,2,3,0,0,GetWeather
14603,is maalaea has chillier weather,0,0,5,31,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,1,2,0,0,GetWeather
14604,what will be the wind speed around pembina gorge state recreation area october the 27th,0,0,15,87,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,2,0,0,1,0,6,0,0,GetWeather
14605,what is the weather forecast for boden,0,0,7,38,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,2,0,0,1,0,3,0,0,GetWeather
14606,Send mom a message saying the traffic is bad,0,0,9,44,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,3,1,3,0,1,SEND_MESSAGE
14607,who is the first president to be impeached,0,0,8,42,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,3,1,1,0,0,SEARCH
14608,Message Barb and ask her where she usually travels on the bike path.,0,0,13,68,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,2,1,4,0,1,SEND_MESSAGE
14609,"Message Wendy the reunion is Saturday, June 10 - 11",0,0,10,51,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,3,0,4,0,1,SEND_MESSAGE
14610,play 1960 chant music by hermann baumann,0,0,7,40,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,5,0,0,PlayMusic
14611,Message Christie that the weekend movie will be her choice.,0,0,10,59,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,5,0,1,SEND_MESSAGE
14612,what will the weather be like in killarney national park on national pow/mia recognition day,0,0,15,92,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,5,0,0,1,2,6,0,0,GetWeather
14613,I'd like to send a video message to my husband,0,0,10,46,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,2,0,3,0,1,SEND_MESSAGE
14614,where did the pen is mightier than the sword come from,0,0,11,54,0,0,1,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
14615,who was the first imperial power that was fighting in vietnam,0,0,11,61,0,0,0,0,0,0,0,1,0,6,0,1,1,0,0,0,0,0,3,2,2,0,0,SEARCH
14616,What have I missed from Saul on Instagram?,0,1,8,42,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,2,0,0,GET_MESSAGE
14617,play music from 2005 by justin broadrick,0,0,7,40,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,4,0,0,PlayMusic
14618,please play playlist todo reggaeton,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,PlayMusic
14619,listen to acapella,0,0,3,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,PlayMusic
14620,Message Al to see if he'd like for me to cook dinner this evening.,0,0,14,66,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,3,0,4,0,2,SEND_MESSAGE
14621,is it going to be snowy here,0,0,7,28,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,4,1,0,1,1,GetWeather
14622,send a private message to maria that the Y is open on Saturday for public swim,0,0,16,78,0,0,0,0,0,0,0,0,1,7,1,0,0,1,0,0,1,1,3,3,4,0,1,SEND_MESSAGE
14623,Message Penny and let her know I'm on my way,0,0,10,44,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,3,0,3,0,1,SEND_MESSAGE
14624,play new melody by kenji ito on itunes,0,0,8,38,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,1,1,3,0,0,PlayMusic
14625,how cold will it be in palau around fourteen o clock,0,0,11,52,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,1,2,3,0,0,GetWeather
14626,message Erica that the E isnt running on the weekends,0,0,10,53,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,5,0,1,SEND_MESSAGE
14627,who did the voiceover in michael jackson's thriller,0,0,8,51,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
14628,Message Linda to meet me in the lobby bar at 6 pm,0,0,12,49,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,1,1,0,5,0,1,SEND_MESSAGE
14629,play slacker tunes by smog from movement in 2015,0,0,9,48,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,5,0,0,PlayMusic
14630,play new music from liang wern fook,0,0,7,35,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,3,2,0,0,PlayMusic
14631,where did iowa state football coach come from,0,0,8,45,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,3,0,3,0,0,SEARCH
14632,will it be colder in san pablo today,0,0,8,36,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,1,0,2,1,2,0,0,GetWeather
14633,browse my chats,0,0,3,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,GET_MESSAGE
14634,when did walt disney first draw mickey mouse,0,0,8,44,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,3,0,0,SEARCH
14635,can you display chat requests,0,0,5,29,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,GET_MESSAGE
14636,Message Jenn and tell her to avoid I-95 between exits 77 and 82.,0,0,13,64,0,0,0,0,0,0,0,0,0,5,1,1,0,1,0,0,0,0,2,0,4,1,2,SEND_MESSAGE
14637,read then delete yesterdays messages,0,0,5,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,2,0,1,GET_MESSAGE
14638,play a popular chant by brian epstein,0,0,7,37,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,2,2,0,0,PlayMusic
14639,Let Mary know that Madonna's concert will be in El Paso in September,0,0,13,68,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,0,0,1,3,0,6,0,0,SEND_MESSAGE
14640,Message Pam to ask if she wants to go to the library near us.,0,0,14,61,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,3,0,1,SEND_MESSAGE
14641,where does half life 2 episode 2 take place,0,0,9,43,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,SEARCH
14642,Read me texts from Family.,0,0,5,26,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,GET_MESSAGE
14643,Message my parents that the Brad Paisley concert thursday starts at 9 pm at DTE,0,0,15,79,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,1,0,0,1,0,8,0,1,SEND_MESSAGE
14644,will there be a blizzard in chapel point state park or in the same area,0,0,15,71,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,1,3,5,0,0,GetWeather
14645,Message Nick and ask why he is late,0,0,8,35,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,2,2,1,2,0,1,SEND_MESSAGE
14646,play the latest thelma aoyama,0,0,5,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,0,0,PlayMusic
14647,message kaeleigh that the pet adoption event is on Sunday at petsmart from 1-3,0,0,14,78,0,0,0,0,0,0,0,0,1,6,1,1,0,1,0,0,0,0,2,2,5,0,1,SEND_MESSAGE
14648,send a message to mom asking if she wants to attend the event at the library with me,0,0,18,84,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,5,0,3,0,1,SEND_MESSAGE
14649,what is the depression forecast for in five years in altyn-emel-nationalpark,0,0,11,76,0,0,0,1,0,0,0,0,1,6,0,0,0,1,0,1,0,0,1,0,4,0,0,GetWeather
14650,Please text everyone coming tonight and say it is still on,0,0,11,58,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,1,3,0,0,SEND_MESSAGE
14651,Email Jason and ask where we are doing the fundraiser for the library,0,0,13,69,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,1,3,0,4,0,0,SEND_MESSAGE
14652,view my chat requests,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,GET_MESSAGE
14653,play trace adkins music from the thirties,0,0,7,41,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,5,0,0,PlayMusic
14654,play me something from the thirties by candi staton on vimeo,0,0,11,60,0,0,0,0,0,0,0,0,0,5,1,1,0,1,1,0,0,0,1,1,4,0,0,PlayMusic
14655,when were 2 dollar bills stopped being made,0,0,8,43,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,2,0,0,SEARCH
14656,play popular eighties record,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,PlayMusic
14657,take me to my chat requests,0,0,6,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,2,0,0,GET_MESSAGE
14658,how many plane surfaces does a cylinder have,0,0,8,44,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
14659,what s the weather forecast for here,0,0,7,36,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,2,0,0,1,1,2,0,0,GetWeather
14660,Send a message to James that I have to reschedule.,0,0,10,50,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,2,0,1,SEND_MESSAGE
14661,when did the great plague of london start and end,0,0,10,49,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,1,2,3,0,0,SEARCH
14662,play some amber kuo from the eighties on spotify,0,0,9,48,0,0,0,0,0,0,0,0,0,4,1,1,0,1,2,0,0,0,1,1,3,0,0,PlayMusic
14663,i want to hear the new vasilis tsitsanis ep,0,0,9,43,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,2,1,4,0,0,PlayMusic
14664,whats the weather in blythewood louisiana,0,0,6,41,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,4,0,0,GetWeather
14665,Message my Algebra professor and tell him I need help with my homework.,0,0,13,71,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,5,1,2,SEND_MESSAGE
14666,play step up your game by marc cohn,0,0,8,35,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,4,0,0,PlayMusic
14667,what is master of puppets by metallica about,0,0,8,44,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
14668,when is the last time the us lost the olympics,0,0,10,46,0,1,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1,2,1,2,0,0,SEARCH
14669,message linda that sorority is at 7 p.m. again,0,0,9,46,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,1,1,4,0,1,SEND_MESSAGE
14670,play music off the track child maurice,0,0,7,38,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,5,0,0,PlayMusic
14671,play tom baxter tracks,0,0,4,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,PlayMusic
14672,which river separates the bronx in new york city from manhattan island,0,0,12,70,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,1,1,0,1,2,5,0,0,SEARCH
14673,where was the first colony in north america located,0,0,9,51,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,2,0,0,SEARCH
14674,show me the forecast for 6 years from now in westlake village in guinea,0,0,14,71,1,0,0,0,0,0,0,0,0,7,0,0,2,1,0,1,1,0,1,1,5,0,0,GetWeather
14675,Message Casey to see if she is running in the Santa Monica 5k.,0,0,13,62,0,0,0,0,0,0,0,0,1,6,1,0,1,0,0,0,0,0,3,0,4,0,2,SEND_MESSAGE
14676,is it hot here,0,0,4,14,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,2,0,0,0,GetWeather
14677,where did the titanic sink at what ocean,0,0,8,40,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
14678,Show me if Lisa texted me,0,0,6,25,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1,0,0,GET_MESSAGE
14679,Can you check my messages on Marco Polo?,0,1,8,40,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,3,0,1,GET_MESSAGE
14680,which of these won the miss universe 2018 title,0,0,9,47,0,0,0,0,0,1,0,0,0,5,1,0,0,1,0,0,0,0,1,0,3,0,0,SEARCH
14681,play pease porridge hot by johnny vicious on zvooq,0,0,9,50,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,3,4,0,0,PlayMusic
14682,Message my dad and ask if he is coming to the 5k Monday,0,0,13,55,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,0,1,3,0,3,0,1,SEND_MESSAGE
14683,what are the little bears in star wars,0,0,8,38,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
14684,please launch my chat requests please,0,0,6,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,3,0,0,GET_MESSAGE
14685,Message my aunt and tell her I already picked up the dress,0,0,12,58,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,1,3,1,2,SEND_MESSAGE
14686,where does wild caught sockeye salmon come from,0,0,8,47,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,2,1,0,0,SEARCH
14687,Send a message to Jen asking her when are we getting together next month for Lizabeth's birthday,0,0,17,96,0,1,0,0,0,0,0,0,1,7,1,1,0,1,0,0,0,2,4,2,5,0,1,SEND_MESSAGE
14688,how many medals did austria win in the 2011 alpine skiing world championships,0,0,13,77,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,3,2,4,0,0,SEARCH
14689,play me a song by hank thompson from moa anbessa,0,0,10,48,0,0,0,0,0,0,0,0,0,4,1,1,0,0,2,0,0,0,1,0,5,0,0,PlayMusic
14690,switch to chat requests,0,0,4,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,GET_MESSAGE
14691,how much venom can a king cobra produce,0,0,8,39,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,3,0,0,SEARCH
14692,Send Mom a message.,0,0,4,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,SEND_MESSAGE
14693,message the last person and tell them i'm driving,0,0,9,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,2,1,2,SEND_MESSAGE
14694,where does the show the path take place,0,0,8,39,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,3,0,0,SEARCH
14695,play kings of the wild frontier by andrea bocelli,0,0,9,49,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,2,4,0,0,PlayMusic
14696,i want to hear some the roches,0,0,7,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,2,0,0,PlayMusic
14697,play some music from 2011 on lastfm,0,0,7,35,0,0,0,0,0,0,0,0,0,3,0,1,0,1,3,0,0,0,1,0,2,0,0,PlayMusic
14698,how s the weather in brookdale zimbabwe,0,0,7,39,1,0,0,0,0,0,0,0,1,4,0,0,2,0,0,1,0,0,1,0,3,0,0,GetWeather
14699,Did Luke text me yesterday?,0,1,5,27,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,3,0,0,GET_MESSAGE
14700,can you display chats,0,0,4,21,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,GET_MESSAGE
14701,who plays andrew in a place to call home,0,0,9,40,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,2,0,3,0,0,SEARCH
14702,play new music by elmore james with google music,0,0,9,48,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4,0,1,0,1,1,5,0,0,PlayMusic
14703,Can I see who sent me that message?,0,1,8,35,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,1,0,2,GET_MESSAGE
14704,Show me messages from Mary Wilson,0,0,6,33,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,1,GET_MESSAGE
14705,what s the weather forecast for tomorrow around sankertown,0,0,9,58,0,0,0,1,0,0,0,0,1,4,1,0,0,1,0,2,0,1,1,1,3,0,0,GetWeather
14706,play jazz music by zvooq,0,0,5,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,4,0,0,PlayMusic
14707,what is the average salary for a us congressman,0,0,9,47,0,0,0,1,0,0,0,0,1,5,0,0,1,0,0,0,0,0,1,1,2,0,0,SEARCH
14708,who has won the most home run derbys,0,0,8,36,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,3,1,2,0,0,SEARCH
14709,play the last ep from 1999,0,0,6,26,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,1,0,0,PlayMusic
14710,who guarantees payment under a letter of credit,0,0,8,47,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,3,0,0,SEARCH
14711,what s the weather in 10 months in nam kading national protected area,0,0,13,69,0,0,0,1,0,0,0,0,1,5,0,0,0,1,0,3,0,0,3,2,3,0,0,GetWeather
14712,send message to jr stuck in traffic on westbound i 40 ext 125 please pick up dinner,0,0,17,83,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,3,2,6,0,1,SEND_MESSAGE
14713,coldplay song i will try to fix you,0,0,8,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,3,0,0,SEARCH
14714,who established supremacy over punjab after gupta dynasty,0,0,8,57,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,4,0,0,SEARCH
14715,will it be warmer now in covenant life,0,0,8,38,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,2,2,1,0,0,GetWeather
14716,who created separation of powers and checks and balances,0,0,9,56,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,4,0,0,SEARCH
14717,Send George a message that I will not be meeting him in the morning.,0,0,14,68,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,1,4,0,1,SEND_MESSAGE
14718,play some retro music,0,0,4,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,PlayMusic
14719,find the weather prediction for camdeboo-nationalpark for jan eleventh 2037,0,0,10,75,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,1,1,0,1,0,5,0,0,GetWeather
14720,what s the weather like in forty fort,0,0,8,37,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,3,0,0,GetWeather
14721,what will the weather be like 1 second from now in pugu hills forest reserve,0,0,15,76,0,0,0,1,0,0,0,0,0,7,0,1,1,0,0,4,0,0,2,2,4,0,0,GetWeather
14722,how many senators are there in the us senate,0,0,9,44,1,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,2,2,1,0,0,SEARCH
14723,Show me all my messages on FaceBook.,0,0,7,36,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,2,0,1,GET_MESSAGE
14724,what will the weather be nineteen seconds from now from the little manatee river state park,0,0,16,91,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,3,0,0,1,3,6,0,0,GetWeather
14725,who wrote the song whiter shade of pale,0,0,8,39,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,4,0,0,SEARCH
14726,play my acoustic covers playlist on spotify,0,0,7,43,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,2,1,2,0,0,PlayMusic
14727,play the best sort by jan robbe on pandora,0,0,9,42,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,1,1,4,0,0,PlayMusic
14728,why did jean valjean take care of cosette,0,0,8,41,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,2,1,3,0,0,SEARCH
14729,what s the weather forecast for connecticut,0,0,7,43,0,0,0,1,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,3,0,0,GetWeather
14730,is it warm in sierra blanca now,0,0,7,31,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,1,0,0,1,3,1,0,0,GetWeather
14731,when did indoor toilets become common in america,0,0,8,48,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,2,2,2,0,0,SEARCH
14732,play twenties symphony from robert walter,0,0,6,41,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,4,0,0,PlayMusic
14733,play the album making evening and night by cevin key,0,0,10,52,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,2,0,5,0,0,PlayMusic
14734,play me a song from the fourties,0,0,7,32,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,1,0,2,0,0,PlayMusic
14735,play a 1974 sound track on vimeo,0,0,7,32,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,1,0,3,0,0,PlayMusic
14736,Send Mack a message and tell him I will be late picking him up from the party,0,0,17,77,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,2,1,5,1,2,SEND_MESSAGE
14737,what was the immediate catalyst to the civil war,0,0,9,48,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,0,0,SEARCH
14738,who did it'll be alright on the night,0,0,8,37,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,SEARCH
